,節,開催日,相手,スコア,HomeAway,会場,天候,指揮官,自チーム,年度,team_id
32,33,1023,名古屋,,A,豊田ス,,,ヴィッセル神戸,2021,kobe
33,34,1103,仙台,,H,ノエスタ,,,ヴィッセル神戸,2021,kobe
34,35,1106,徳島,,H,ノエスタ,,,ヴィッセル神戸,2021,kobe
35,36,1120,横浜FC,,A,ニッパツ,,,ヴィッセル神戸,2021,kobe
36,37,1127,横浜FM,,H,ノエスタ,,,ヴィッセル神戸,2021,kobe
37,38,1204,鳥栖,,A,駅スタ,,,ヴィッセル神戸,2021,kobe
0,1,0227,仙台,1-1,H,Ｅスタ,晴,城福　浩,サンフレッチェ広島,2021,hiro
1,2,0307,横浜FM,3-3,A,日産ス,曇,城福　浩,サンフレッチェ広島,2021,hiro
2,3,0310,札幌,2-1,H,Ｅスタ,晴,城福　浩,サンフレッチェ広島,2021,hiro
3,4,0313,鹿島,1-1,A,カシマ,雨のち曇,城福　浩,サンフレッチェ広島,2021,hiro
4,5,0317,清水,1-0,H,Ｅスタ,晴,城福　浩,サンフレッチェ広島,2021,hiro
5,6,0321,大分,3-1,A,昭和電ド,屋内,城福　浩,サンフレッチェ広島,2021,hiro
6,7,0403,Ｇ大阪,0-0,H,Ｅスタ,曇,城福　浩,サンフレッチェ広島,2021,hiro
7,8,0407,横浜FC,3-0,A,ニッパツ,晴,城福　浩,サンフレッチェ広島,2021,hiro
8,9,0410,湘南,0-1,H,Ｅスタ,晴,城福　浩,サンフレッチェ広島,2021,hiro
9,19,0414,名古屋,0-1,A,豊田ス,曇,城福　浩,サンフレッチェ広島,2021,hiro
10,10,0418,川崎Ｆ,1-1,A,等々力,晴,城福　浩,サンフレッチェ広島,2021,hiro
11,11,0424,福岡,1-2,H,Ｅスタ,晴,城福　浩,サンフレッチェ広島,2021,hiro
12,12,0501,神戸,,A,ノエスタ,,,サンフレッチェ広島,2021,hiro
13,13,0508,鳥栖,,A,駅スタ,,,サンフレッチェ広島,2021,hiro
14,20,0512,Ｇ大阪,,A,パナスタ,,,サンフレッチェ広島,2021,hiro
15,14,0515,徳島,,H,Ｅスタ,,,サンフレッチェ広島,2021,hiro
16,15,0523,Ｃ大阪,,A,ヤンマー,,,サンフレッチェ広島,2021,hiro
17,16,0526,浦和,,H,Ｅスタ,,,サンフレッチェ広島,2021,hiro
18,17,0530,FC東京,,A,味スタ,,,サンフレッチェ広島,2021,hiro
19,18,0619,柏,,H,Ｅスタ,,,サンフレッチェ広島,2021,hiro
20,21,0703,鳥栖,,H,Ｅスタ,,,サンフレッチェ広島,2021,hiro
21,22,0711,横浜FC,,H,Ｅスタ,,,サンフレッチェ広島,2021,hiro
22,23,0809,福岡,,A,ベススタ,,,サンフレッチェ広島,2021,hiro
23,24,0814,神戸,,H,Ｅスタ,,,サンフレッチェ広島,2021,hiro
24,25,0821,川崎Ｆ,,H,Ｅスタ,,,サンフレッチェ広島,2021,hiro
25,26,0825,浦和,,A,浦和駒場,,,サンフレッチェ広島,2021,hiro
26,27,0828,大分,,H,Ｅスタ,,,サンフレッチェ広島,2021,hiro
27,28,0911,横浜FM,,H,Ｅスタ,,,サンフレッチェ広島,2021,hiro
28,29,0918,柏,,A,三協Ｆ柏,,,サンフレッチェ広島,2021,hiro
29,30,0925,札幌,,A,札幌ド,,,サンフレッチェ広島,2021,hiro
30,31,1002,名古屋,,H,Ｅスタ,,,サンフレッチェ広島,2021,hiro
31,32,1016,Ｃ大阪,,H,Ｅスタ,,,サンフレッチェ広島,2021,hiro
32,33,1023,仙台,,A,ユアスタ,,,サンフレッチェ広島,2021,hiro
33,34,1103,鹿島,,H,Ｅスタ,,,サンフレッチェ広島,2021,hiro
34,35,1106,湘南,,A,レモンＳ,,,サンフレッチェ広島,2021,hiro
35,36,1120,清水,,A,アイスタ,,,サンフレッチェ広島,2021,hiro
36,37,1127,FC東京,,H,Ｅスタ,,,サンフレッチェ広島,2021,hiro
37,38,1204,徳島,,A,鳴門大塚,,,サンフレッチェ広島,2021,hiro
0,1,0227,大分,1-1,A,昭和電ド,曇,甲本　偉嗣,徳島ヴォルティス,2021,toku
1,2,0306,神戸,1-1,H,鳴門大塚,晴,甲本　偉嗣,徳島ヴォルティス,2021,toku
2,3,0310,川崎Ｆ,0-2,A,等々力,晴,甲本　偉嗣,徳島ヴォルティス,2021,toku
3,4,0313,福岡,1-2,H,鳴門大塚,晴,甲本　偉嗣,徳島ヴォルティス,2021,toku
4,5,0317,横浜FM,0-1,A,ニッパツ,晴,甲本　偉嗣,徳島ヴォルティス,2021,toku
5,6,0321,横浜FC,2-1,H,鳴門大塚,曇のち雨,甲本　偉嗣,徳島ヴォルティス,2021,toku
6,7,0404,清水,3-0,A,アイスタ,曇のち雨,甲本　偉嗣,徳島ヴォルティス,2021,toku
7,8,0407,仙台,1-0,H,鳴門大塚,晴,甲本　偉嗣,徳島ヴォルティス,2021,toku
8,9,0411,浦和,0-1,A,埼玉,晴,甲本　偉嗣,徳島ヴォルティス,2021,toku
9,18,0414,Ｃ大阪,2-1,A,ヤンマー,曇,甲本　偉嗣,徳島ヴォルティス,2021,toku
10,10,0417,鹿島,0-1,H,鳴門大塚,雨,ダニエル　ポヤトス,徳島ヴォルティス,2021,toku
11,11,0424,柏,1-5,A,三協Ｆ柏,晴,ダニエル　ポヤトス,徳島ヴォルティス,2021,toku
12,12,0501,鳥栖,,A,駅スタ,,,徳島ヴォルティス,2021,toku
13,13,0509,札幌,,H,鳴門大塚,,,徳島ヴォルティス,2021,toku
14,14,0515,広島,,A,Ｅスタ,,,徳島ヴォルティス,2021,toku
15,15,0522,名古屋,,H,鳴門大塚,,,徳島ヴォルティス,2021,toku
16,16,0527,Ｇ大阪,,A,パナスタ,,,徳島ヴォルティス,2021,toku
17,17,0530,湘南,,H,鳴門大塚,,,徳島ヴォルティス,2021,toku
18,19,0623,FC東京,,H,鳴門大塚,,,徳島ヴォルティス,2021,toku
19,20,0627,横浜FM,,H,鳴門大塚,,,徳島ヴォルティス,2021,toku
20,21,0704,札幌,,A,札幌厚別,,,徳島ヴォルティス,2021,toku
21,22,0711,清水,,H,鳴門大塚,,,徳島ヴォルティス,2021,toku
22,23,0809,Ｇ大阪,,H,鳴門大塚,,,徳島ヴォルティス,2021,toku
23,24,0815,鹿島,,A,カシマ,,,徳島ヴォルティス,2021,toku
24,25,0821,浦和,,H,鳴門大塚,,,徳島ヴォルティス,2021,toku
25,26,0825,柏,,H,鳴門大塚,,,徳島ヴォルティス,2021,toku
26,27,0829,福岡,,A,ベススタ,,,徳島ヴォルティス,2021,toku
27,28,0911,名古屋,,A,豊田ス,,,徳島ヴォルティス,2021,toku
28,29,0918,川崎Ｆ,,H,鳴門大塚,,,徳島ヴォルティス,2021,toku
29,30,0925,仙台,,A,ユアスタ,,,徳島ヴォルティス,2021,toku
30,31,1002,鳥栖,,H,鳴門大塚,,,徳島ヴォルティス,2021,toku
31,32,1016,横浜FC,,A,ニッパツ,,,徳島ヴォルティス,2021,toku
32,33,1023,大分,,H,鳴門大塚,,,徳島ヴォルティス,2021,toku
33,34,1103,Ｃ大阪,,H,鳴門大塚,,,徳島ヴォルティス,2021,toku
34,35,1106,神戸,,A,ノエスタ,,,徳島ヴォルティス,2021,toku
35,36,1120,FC東京,,A,味スタ,,,徳島ヴォルティス,2021,toku
36,37,1127,湘南,,A,レモンＳ,,,徳島ヴォルティス,2021,toku
37,38,1204,広島,,H,鳴門大塚,,,徳島ヴォルティス,2021,toku
0,1,0228,名古屋,1-2,H,ベススタ,晴,長谷部　茂利,アビスパ福岡,2021,fuku
1,2,0306,清水,2-2,A,アイスタ,晴,長谷部　茂利,アビスパ福岡,2021,fuku
2,3,0310,横浜FM,1-3,H,ベススタ,晴,長谷部　茂利,アビスパ福岡,2021,fuku
3,4,0313,徳島,2-1,A,鳴門大塚,晴,長谷部　茂利,アビスパ福岡,2021,fuku
4,5,0317,鹿島,1-0,H,ベススタ,晴,長谷部　茂利,アビスパ福岡,2021,fuku
5,6,0321,鳥栖,0-0,A,駅スタ,曇のち晴,長谷部　茂利,アビスパ福岡,2021,fuku
6,7,0403,札幌,1-2,H,ベススタ,晴のち曇,長谷部　茂利,アビスパ福岡,2021,fuku
7,8,0407,Ｇ大阪,0-0,A,パナスタ,晴,長谷部　茂利,アビスパ福岡,2021,fuku
8,9,0410,Ｃ大阪,2-2,A,ヤンマー,晴,長谷部　茂利,アビスパ福岡,2021,fuku
9,19,0414,川崎Ｆ,1-3,A,等々力,雨一時雷雨,長谷部　茂利,アビスパ福岡,2021,fuku
10,10,0417,FC東京,1-0,H,ベススタ,晴,長谷部　茂利,アビスパ福岡,2021,fuku
11,11,0424,広島,2-1,A,Ｅスタ,晴,長谷部　茂利,アビスパ福岡,2021,fuku
12,12,0501,浦和,,H,ベススタ,,,アビスパ福岡,2021,fuku
13,13,0509,柏,,H,ベススタ,,,アビスパ福岡,2021,fuku
14,14,0515,仙台,,A,ユアスタ,,,アビスパ福岡,2021,fuku
15,15,0522,湘南,,H,ベススタ,,,アビスパ福岡,2021,fuku
16,16,0526,横浜FC,,A,ニッパツ,,,アビスパ福岡,2021,fuku
17,17,0530,大分,,A,昭和電ド,,,アビスパ福岡,2021,fuku
18,18,0619,神戸,,H,ベススタ,,,アビスパ福岡,2021,fuku
19,20,0627,浦和,,A,埼玉,,,アビスパ福岡,2021,fuku
20,22,0710,横浜FM,,A,ニッパツ,,,アビスパ福岡,2021,fuku
21,21,0717,Ｇ大阪,,H,ベススタ,,,アビスパ福岡,2021,fuku
22,23,0809,広島,,H,ベススタ,,,アビスパ福岡,2021,fuku
23,24,0815,Ｃ大阪,,H,ベススタ,,,アビスパ福岡,2021,fuku
24,25,0822,名古屋,,A,豊田ス,,,アビスパ福岡,2021,fuku
25,26,0825,川崎Ｆ,,H,ベススタ,,,アビスパ福岡,2021,fuku
26,27,0829,徳島,,H,ベススタ,,,アビスパ福岡,2021,fuku
27,28,0911,鹿島,,A,カシマ,,,アビスパ福岡,2021,fuku
28,29,0918,湘南,,A,レモンＳ,,,アビスパ福岡,2021,fuku
29,30,0925,鳥栖,,H,ベススタ,,,アビスパ福岡,2021,fuku
30,31,1002,清水,,H,ベススタ,,,アビスパ福岡,2021,fuku
31,32,1016,神戸,,A,ノエスタ,,,アビスパ福岡,2021,fuku
32,33,1023,札幌,,A,未定,,,アビスパ福岡,2021,fuku
33,34,1103,大分,,H,ベススタ,,,アビスパ福岡,2021,fuku
34,35,1106,横浜FC,,H,ベススタ,,,アビスパ福岡,2021,fuku
35,36,1120,柏,,A,三協Ｆ柏,,,アビスパ福岡,2021,fuku
36,37,1127,仙台,,H,ベススタ,,,アビスパ福岡,2021,fuku
37,38,1204,FC東京,,A,味スタ,,,アビスパ福岡,2021,fuku
0,1,0227,湘南,1-0,A,レモンＳ,晴,金　明輝,サガン鳥栖,2021,tosu
1,2,0306,浦和,2-0,H,駅スタ,曇,金　明輝,サガン鳥栖,2021,tosu
2,3,0310,仙台,5-0,H,駅スタ,晴,金　明輝,サガン鳥栖,2021,tosu
3,4,0314,清水,0-0,A,アイスタ,晴,金　明輝,サガン鳥栖,2021,tosu
4,5,0317,柏,2-0,H,駅スタ,晴,金　明輝,サガン鳥栖,2021,tosu
5,6,0321,福岡,0-0,H,駅スタ,曇のち晴,金　明輝,サガン鳥栖,2021,tosu
6,7,0402,Ｃ大阪,0-1,A,ヤンマー,曇,金　明輝,サガン鳥栖,2021,tosu
7,8,0407,川崎Ｆ,0-1,A,等々力,晴,金　明輝,サガン鳥栖,2021,tosu
8,9,0411,横浜FC,3-0,H,駅スタ,晴,金　明輝,サガン鳥栖,2021,tosu
9,18,0414,Ｇ大阪,0-1,H,駅スタ,晴,金　明輝,サガン鳥栖,2021,tosu
10,10,0418,名古屋,2-1,A,豊田ス,曇時々雨,金　明輝,サガン鳥栖,2021,tosu
11,11,0424,FC東京,2-1,A,味スタ,晴,金　明輝,サガン鳥栖,2021,tosu
12,12,0501,徳島,,H,駅スタ,,,サガン鳥栖,2021,tosu
13,13,0508,広島,,H,駅スタ,,,サガン鳥栖,2021,tosu
14,14,0515,大分,,A,昭和電ド,,,サガン鳥栖,2021,tosu
15,15,0522,鹿島,,H,駅スタ,,,サガン鳥栖,2021,tosu
16,16,0526,札幌,,A,札幌ド,,,サガン鳥栖,2021,tosu
17,17,0530,神戸,,A,ノエスタ,,,サガン鳥栖,2021,tosu
18,19,0623,横浜FM,,A,ニッパツ,,,サガン鳥栖,2021,tosu
19,21,0703,広島,,A,Ｅスタ,,,サガン鳥栖,2021,tosu
20,20,0717,名古屋,,H,駅スタ,,,サガン鳥栖,2021,tosu
21,22,0724,Ｃ大阪,,H,駅スタ,,,サガン鳥栖,2021,tosu
22,23,0809,FC東京,,H,駅スタ,,,サガン鳥栖,2021,tosu
23,24,0814,浦和,,A,浦和駒場,,,サガン鳥栖,2021,tosu
24,25,0821,柏,,A,三協Ｆ柏,,,サガン鳥栖,2021,tosu
25,26,0825,横浜FM,,H,駅スタ,,,サガン鳥栖,2021,tosu
26,27,0829,仙台,,A,ユアスタ,,,サガン鳥栖,2021,tosu
27,28,0911,清水,,H,駅スタ,,,サガン鳥栖,2021,tosu
28,29,0917,大分,,H,駅スタ,,,サガン鳥栖,2021,tosu
29,30,0925,福岡,,A,ベススタ,,,サガン鳥栖,2021,tosu
30,31,1002,徳島,,A,鳴門大塚,,,サガン鳥栖,2021,tosu
31,32,1016,湘南,,H,駅スタ,,,サガン鳥栖,2021,tosu
32,33,1023,Ｇ大阪,,A,パナスタ,,,サガン鳥栖,2021,tosu
33,34,1103,横浜FC,,A,ニッパツ,,,サガン鳥栖,2021,tosu
34,35,1106,川崎Ｆ,,H,駅スタ,,,サガン鳥栖,2021,tosu
35,36,1120,札幌,,H,駅スタ,,,サガン鳥栖,2021,tosu
36,37,1127,鹿島,,A,カシマ,,,サガン鳥栖,2021,tosu
37,38,1204,神戸,,H,駅スタ,,,サガン鳥栖,2021,tosu
0,1,0227,徳島,1-1,H,昭和電ド,曇,片野坂　知宏,大分トリニータ,2021,oita
1,2,0306,横浜FC,2-1,A,ニッパツ,晴,片野坂　知宏,大分トリニータ,2021,oita
2,4,0314,FC東京,1-1,H,昭和電ド,屋内,片野坂　知宏,大分トリニータ,2021,oita
3,5,0317,Ｃ大阪,0-1,A,ヤンマー,晴,片野坂　知宏,大分トリニータ,2021,oita
4,6,0321,広島,1-3,H,昭和電ド,屋内,片野坂　知宏,大分トリニータ,2021,oita
5,7,0403,川崎Ｆ,0-2,A,等々力,曇,片野坂　知宏,大分トリニータ,2021,oita
6,8,0407,神戸,0-1,A,ノエスタ,屋内,片野坂　知宏,大分トリニータ,2021,oita
7,9,0411,名古屋,0-3,H,昭和電ド,晴,片野坂　知宏,大分トリニータ,2021,oita
8,10,0417,柏,0-1,H,昭和電ド,屋内,片野坂　知宏,大分トリニータ,2021,oita
9,11,0425,浦和,2-3,A,埼玉,曇,片野坂　知宏,大分トリニータ,2021,oita
10,12,0502,清水,,H,昭和電ド,,,大分トリニータ,2021,oita
11,13,0509,湘南,,A,レモンＳ,,,大分トリニータ,2021,oita
12,14,0515,鳥栖,,H,昭和電ド,,,大分トリニータ,2021,oita
13,15,0522,仙台,,A,ユアスタ,,,大分トリニータ,2021,oita
14,16,0526,横浜FM,,H,昭和電ド,,,大分トリニータ,2021,oita
15,17,0530,福岡,,H,昭和電ド,,,大分トリニータ,2021,oita
16,18,0619,札幌,,A,札幌厚別,,,大分トリニータ,2021,oita
17,19,0623,鹿島,,H,昭和電ド,,,大分トリニータ,2021,oita
18,20,0627,FC東京,,A,味スタ,,,大分トリニータ,2021,oita
19,21,0704,清水,,A,アイスタ,,,大分トリニータ,2021,oita
20,22,0710,浦和,,H,昭和電ド,,,大分トリニータ,2021,oita
21,3,0727,Ｇ大阪,,A,パナスタ,,,大分トリニータ,2021,oita
22,23,0809,川崎Ｆ,,H,昭和電ド,,,大分トリニータ,2021,oita
23,24,0815,横浜FM,,A,ニッパツ,,,大分トリニータ,2021,oita
24,25,0821,札幌,,H,昭和電ド,,,大分トリニータ,2021,oita
25,26,0825,神戸,,H,昭和電ド,,,大分トリニータ,2021,oita
26,27,0828,広島,,A,Ｅスタ,,,大分トリニータ,2021,oita
27,28,0911,湘南,,H,昭和電ド,,,大分トリニータ,2021,oita
28,29,0917,鳥栖,,A,駅スタ,,,大分トリニータ,2021,oita
29,31,1002,Ｃ大阪,,H,昭和電ド,,,大分トリニータ,2021,oita
30,32,1016,仙台,,H,昭和電ド,,,大分トリニータ,2021,oita
31,33,1023,徳島,,A,鳴門大塚,,,大分トリニータ,2021,oita
32,34,1103,福岡,,A,ベススタ,,,大分トリニータ,2021,oita
33,35,1106,Ｇ大阪,,H,昭和電ド,,,大分トリニータ,2021,oita
34,36,1120,鹿島,,A,カシマ,,,大分トリニータ,2021,oita
35,37,1127,横浜FC,,H,昭和電ド,,,大分トリニータ,2021,oita
36,38,1204,柏,,A,三協Ｆ柏,,,大分トリニータ,2021,oita
0,1,0228,群馬,1-2,A,正田スタ,晴,吉田　謙,ブラウブリッツ秋田,2021,aki
1,2,0307,栃木,1-0,A,カンセキ,晴時々曇,吉田　謙,ブラウブリッツ秋田,2021,aki
2,3,0314,千葉,2-0,A,フクアリ,晴,吉田　謙,ブラウブリッツ秋田,2021,aki
3,4,0321,北九州,1-1,A,ミクスタ,雨,吉田　謙,ブラウブリッツ秋田,2021,aki
4,5,0328,京都,1-0,H,ソユスタ,曇のち雨,吉田　謙,ブラウブリッツ秋田,2021,aki
5,6,0404,松本,1-3,A,サンアル,曇のち雨,吉田　謙,ブラウブリッツ秋田,2021,aki
6,7,0410,大宮,0-0,H,ソユスタ,曇のち晴,吉田　謙,ブラウブリッツ秋田,2021,aki
7,8,0417,山形,0-0,H,ソユスタ,曇のち雨,吉田　謙,ブラウブリッツ秋田,2021,aki
8,9,0421,金沢,1-2,A,石川西部,晴,吉田　謙,ブラウブリッツ秋田,2021,aki
9,10,0425,水戸,1-0,H,ソユスタ,晴,吉田　謙,ブラウブリッツ秋田,2021,aki
10,11,0501,岡山,,H,ソユスタ,,,ブラウブリッツ秋田,2021,aki
11,12,0505,長崎,,A,トラスタ,,,ブラウブリッツ秋田,2021,aki
12,13,0509,磐田,,H,ソユスタ,,,ブラウブリッツ秋田,2021,aki
13,14,0515,甲府,,A,ＪＩＴス,,,ブラウブリッツ秋田,2021,aki
14,15,0519,山口,,H,ソユスタ,,,ブラウブリッツ秋田,2021,aki
15,16,0529,東京Ｖ,,A,味スタ,,,ブラウブリッツ秋田,2021,aki
16,17,0605,琉球,,H,ソユスタ,,,ブラウブリッツ秋田,2021,aki
17,18,0613,町田,,A,Ｇスタ,,,ブラウブリッツ秋田,2021,aki
18,19,0621,新潟,,H,ソユスタ,,,ブラウブリッツ秋田,2021,aki
19,20,0626,相模原,,H,ソユスタ,,,ブラウブリッツ秋田,2021,aki
20,21,0704,愛媛,,A,ニンスタ,,,ブラウブリッツ秋田,2021,aki
21,22,0711,千葉,,H,ソユスタ,,,ブラウブリッツ秋田,2021,aki
22,23,0717,山口,,A,みらスタ,,,ブラウブリッツ秋田,2021,aki
23,24,0809,松本,,H,ソユスタ,,,ブラウブリッツ秋田,2021,aki
24,25,0814,大宮,,A,ＮＡＣＫ,,,ブラウブリッツ秋田,2021,aki
25,26,0822,長崎,,H,ソユスタ,,,ブラウブリッツ秋田,2021,aki
26,27,0828,琉球,,A,タピスタ,,,ブラウブリッツ秋田,2021,aki
27,28,0904,群馬,,H,ソユスタ,,,ブラウブリッツ秋田,2021,aki
28,29,0911,水戸,,A,Ｋｓスタ,,,ブラウブリッツ秋田,2021,aki
29,30,0919,北九州,,H,ソユスタ,,,ブラウブリッツ秋田,2021,aki
30,31,0926,岡山,,A,Ｃスタ,,,ブラウブリッツ秋田,2021,aki
31,32,1002,愛媛,,H,ソユスタ,,,ブラウブリッツ秋田,2021,aki
32,33,1010,山形,,A,ＮＤスタ,,,ブラウブリッツ秋田,2021,aki
33,34,1016,町田,,H,ソユスタ,,,ブラウブリッツ秋田,2021,aki
34,35,1023,新潟,,A,デンカＳ,,,ブラウブリッツ秋田,2021,aki
35,36,1030,金沢,,H,ソユスタ,,,ブラウブリッツ秋田,2021,aki
36,37,1103,相模原,,A,ギオンス,,,ブラウブリッツ秋田,2021,aki
37,38,1107,栃木,,H,ソユスタ,,,ブラウブリッツ秋田,2021,aki
38,39,1114,京都,,A,サンガＳ,,,ブラウブリッツ秋田,2021,aki
39,40,1121,甲府,,H,ソユスタ,,,ブラウブリッツ秋田,2021,aki
40,41,1128,東京Ｖ,,H,ソユスタ,,,ブラウブリッツ秋田,2021,aki
41,42,1205,磐田,,A,ヤマハ,,,ブラウブリッツ秋田,2021,aki
0,1,0228,町田,1-1,A,Ｇスタ,晴,石丸　清隆,モンテディオ山形,2021,yama
1,2,0307,東京Ｖ,2-0,A,味スタ,曇,石丸　清隆,モンテディオ山形,2021,yama
2,3,0314,松本,1-1,A,サンアル,晴,石丸　清隆,モンテディオ山形,2021,yama
3,4,0321,栃木,1-2,H,ＮＤスタ,曇時々雨,石丸　清隆,モンテディオ山形,2021,yama
4,5,0328,岡山,0-1,H,ＮＤスタ,曇のち雨,石丸　清隆,モンテディオ山形,2021,yama
5,6,0403,北九州,0-0,A,ミクスタ,晴,石丸　清隆,モンテディオ山形,2021,yama
6,7,0411,新潟,0-2,H,ＮＤスタ,晴,石丸　清隆,モンテディオ山形,2021,yama
7,8,0417,秋田,0-0,A,ソユスタ,曇のち雨,石丸　清隆,モンテディオ山形,2021,yama
8,9,0421,長崎,1-3,H,ＮＤスタ,晴,石丸　清隆,モンテディオ山形,2021,yama
9,10,0425,磐田,1-0,H,ＮＤスタ,曇,佐藤　尽,モンテディオ山形,2021,yama
10,11,0501,群馬,,A,正田スタ,,,モンテディオ山形,2021,yama
11,12,0505,甲府,,H,ＮＤスタ,,,モンテディオ山形,2021,yama
12,13,0509,京都,,A,サンガＳ,,,モンテディオ山形,2021,yama
13,14,0516,愛媛,,H,ＮＤスタ,,,モンテディオ山形,2021,yama
14,15,0522,琉球,,A,タピスタ,,,モンテディオ山形,2021,yama
15,16,0530,相模原,,H,ＮＤスタ,,,モンテディオ山形,2021,yama
16,17,0606,千葉,,A,フクアリ,,,モンテディオ山形,2021,yama
17,18,0613,山口,,H,ＮＤスタ,,,モンテディオ山形,2021,yama
18,19,0620,水戸,,A,Ｋｓスタ,,,モンテディオ山形,2021,yama
19,20,0626,金沢,,H,ＮＤスタ,,,モンテディオ山形,2021,yama
20,21,0703,大宮,,A,ＮＡＣＫ,,,モンテディオ山形,2021,yama
21,22,0711,松本,,H,ＮＤスタ,,,モンテディオ山形,2021,yama
22,23,0717,磐田,,A,ヤマハ,,,モンテディオ山形,2021,yama
23,24,0809,千葉,,H,ＮＤスタ,,,モンテディオ山形,2021,yama
24,25,0814,長崎,,A,トラスタ,,,モンテディオ山形,2021,yama
25,26,0822,琉球,,H,ＮＤスタ,,,モンテディオ山形,2021,yama
26,27,0828,山口,,A,みらスタ,,,モンテディオ山形,2021,yama
27,28,0904,水戸,,H,ＮＤスタ,,,モンテディオ山形,2021,yama
28,29,0911,新潟,,A,デンカＳ,,,モンテディオ山形,2021,yama
29,30,0918,京都,,H,ＮＤスタ,,,モンテディオ山形,2021,yama
30,31,0925,愛媛,,A,ニンスタ,,,モンテディオ山形,2021,yama
31,32,1002,甲府,,A,ＪＩＴス,,,モンテディオ山形,2021,yama
32,33,1010,秋田,,H,ＮＤスタ,,,モンテディオ山形,2021,yama
33,34,1016,相模原,,A,ギオンス,,,モンテディオ山形,2021,yama
34,35,1023,群馬,,H,ＮＤスタ,,,モンテディオ山形,2021,yama
35,36,1031,栃木,,A,栃木グ,,,モンテディオ山形,2021,yama
36,37,1103,東京Ｖ,,H,ＮＤスタ,,,モンテディオ山形,2021,yama
37,38,1107,岡山,,A,Ｃスタ,,,モンテディオ山形,2021,yama
38,39,1114,大宮,,H,ＮＤスタ,,,モンテディオ山形,2021,yama
39,40,1121,町田,,H,ＮＤスタ,,,モンテディオ山形,2021,yama
40,41,1128,金沢,,A,石川西部,,,モンテディオ山形,2021,yama
41,42,1205,北九州,,H,ＮＤスタ,,,モンテディオ山形,2021,yama
