,節,開催日,相手,スコア,HomeAway,会場,天候,指揮官,自チーム,年度,team_id
14,16,0828,鹿児島,,H,ピカスタ,,,カマタマーレ讃岐,2021,sanu
15,17,0904,藤枝,,A,藤枝サ,,,カマタマーレ讃岐,2021,sanu
16,18,0912,八戸,,H,ピカスタ,,,カマタマーレ讃岐,2021,sanu
17,19,0919,沼津,,A,愛鷹,,,カマタマーレ讃岐,2021,sanu
18,20,0926,YS横浜,,H,ピカスタ,,,カマタマーレ讃岐,2021,sanu
19,21,1003,長野,,A,長野Ｕ,,,カマタマーレ讃岐,2021,sanu
20,22,1010,岐阜,,H,ピカスタ,,,カマタマーレ讃岐,2021,sanu
21,23,1017,富山,,A,富山,,,カマタマーレ讃岐,2021,sanu
22,24,1024,熊本,,A,えがおＳ,,,カマタマーレ讃岐,2021,sanu
23,25,1031,今治,,H,ピカスタ,,,カマタマーレ讃岐,2021,sanu
24,28,1121,岩手,,A,北上,,,カマタマーレ讃岐,2021,sanu
25,30,1205,福島,,A,とうスタ,,,カマタマーレ讃岐,2021,sanu
0,1,0314,熊本,0-1,H,夢スタ,晴,リュイス　プラナグマ,ＦＣ今治,2021,imab
1,2,0320,沼津,0-1,A,愛鷹,曇,リュイス　プラナグマ,ＦＣ今治,2021,imab
2,3,0328,鳥取,2-0,H,夢スタ,雨,リュイス　プラナグマ,ＦＣ今治,2021,imab
3,4,0403,岩手,2-3,A,いわスタ,曇,リュイス　プラナグマ,ＦＣ今治,2021,imab
4,6,0425,YS横浜,1-1,H,夢スタ,晴,リュイス　プラナグマ,ＦＣ今治,2021,imab
5,7,0502,宮崎,,A,ユニスタ,,,ＦＣ今治,2021,imab
6,8,0516,讃岐,,H,夢スタ,,,ＦＣ今治,2021,imab
7,9,0530,八戸,,A,プラスタ,,,ＦＣ今治,2021,imab
8,10,0605,長野,,H,夢スタ,,,ＦＣ今治,2021,imab
9,11,0613,藤枝,,A,藤枝サ,,,ＦＣ今治,2021,imab
10,12,0620,岐阜,,H,夢スタ,,,ＦＣ今治,2021,imab
11,13,0626,富山,,A,富山,,,ＦＣ今治,2021,imab
12,14,0703,鹿児島,,H,夢スタ,,,ＦＣ今治,2021,imab
13,15,0711,福島,,A,あいづ,,,ＦＣ今治,2021,imab
14,16,0829,沼津,,H,夢スタ,,,ＦＣ今治,2021,imab
15,17,0905,熊本,,A,えがおＳ,,,ＦＣ今治,2021,imab
16,18,0912,藤枝,,H,夢スタ,,,ＦＣ今治,2021,imab
17,19,0918,YS横浜,,A,ニッパツ,,,ＦＣ今治,2021,imab
18,20,0926,岩手,,H,夢スタ,,,ＦＣ今治,2021,imab
19,21,1002,岐阜,,A,長良川,,,ＦＣ今治,2021,imab
20,22,1010,宮崎,,H,夢スタ,,,ＦＣ今治,2021,imab
21,25,1031,讃岐,,A,ピカスタ,,,ＦＣ今治,2021,imab
22,26,1107,福島,,H,夢スタ,,,ＦＣ今治,2021,imab
23,27,1114,鹿児島,,A,白波スタ,,,ＦＣ今治,2021,imab
24,28,1121,鳥取,,A,Ａｘｉｓ,,,ＦＣ今治,2021,imab
25,29,1128,八戸,,H,夢スタ,,,ＦＣ今治,2021,imab
26,30,1205,長野,,A,長野Ｕ,,,ＦＣ今治,2021,imab
0,1,0314,今治,1-0,A,夢スタ,晴,大木　武,ロアッソ熊本,2021,kuma
1,2,0320,鹿児島,2-2,H,えがおＳ,曇のち雨,大木　武,ロアッソ熊本,2021,kuma
2,3,0328,YS横浜,0-0,A,ニッパツ,曇,大木　武,ロアッソ熊本,2021,kuma
3,4,0404,宮崎,1-2,H,えがおＳ,曇一時雨,大木　武,ロアッソ熊本,2021,kuma
4,5,0411,福島,2-1,A,とうスタ,晴,大木　武,ロアッソ熊本,2021,kuma
5,6,0425,八戸,2-2,H,えがおＳ,晴,大木　武,ロアッソ熊本,2021,kuma
6,7,0502,岐阜,,A,長良川,,,ロアッソ熊本,2021,kuma
7,8,0516,長野,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
8,9,0529,藤枝,,A,藤枝サ,,,ロアッソ熊本,2021,kuma
9,10,0606,沼津,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
10,11,0613,富山,,A,富山,,,ロアッソ熊本,2021,kuma
11,12,0620,鳥取,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
12,13,0626,讃岐,,A,ピカスタ,,,ロアッソ熊本,2021,kuma
13,15,0711,岩手,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
14,16,0828,鳥取,,A,Ａｘｉｓ,,,ロアッソ熊本,2021,kuma
15,17,0905,今治,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
16,19,0919,長野,,A,長野Ｕ,,,ロアッソ熊本,2021,kuma
17,20,0926,福島,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
18,21,1003,藤枝,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
19,22,1010,八戸,,A,プラスタ,,,ロアッソ熊本,2021,kuma
20,24,1024,讃岐,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
21,25,1031,鹿児島,,A,白波スタ,,,ロアッソ熊本,2021,kuma
22,26,1107,岩手,,A,北上,,,ロアッソ熊本,2021,kuma
23,27,1114,富山,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
24,28,1121,YS横浜,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
25,29,1128,宮崎,,A,ユニスタ,,,ロアッソ熊本,2021,kuma
26,30,1205,岐阜,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
0,1,0314,岩手,0-1,H,ユニスタ,晴,内藤　就行,テゲバジャーロ宮崎,2021,myzk
1,2,0321,長野,1-1,A,長野Ｕ,雨,内藤　就行,テゲバジャーロ宮崎,2021,myzk
2,3,0328,富山,2-1,H,ユニスタ,曇,内藤　就行,テゲバジャーロ宮崎,2021,myzk
3,4,0404,熊本,2-1,A,えがおＳ,曇一時雨,内藤　就行,テゲバジャーロ宮崎,2021,myzk
4,5,0411,鳥取,2-1,H,ユニスタ,晴,内藤　就行,テゲバジャーロ宮崎,2021,myzk
5,6,0425,鹿児島,0-1,A,白波スタ,晴,内藤　就行,テゲバジャーロ宮崎,2021,myzk
6,7,0502,今治,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
7,8,0516,YS横浜,,A,ニッパツ,,,テゲバジャーロ宮崎,2021,myzk
8,10,0606,八戸,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
9,11,0612,岐阜,,A,長良川,,,テゲバジャーロ宮崎,2021,myzk
10,12,0620,讃岐,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
11,13,0626,藤枝,,A,藤枝サ,,,テゲバジャーロ宮崎,2021,myzk
12,14,0704,福島,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
13,15,0711,沼津,,A,愛鷹,,,テゲバジャーロ宮崎,2021,myzk
14,16,0829,長野,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
15,17,0904,八戸,,A,プラスタ,,,テゲバジャーロ宮崎,2021,myzk
16,18,0912,YS横浜,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
17,19,0919,岩手,,A,いわスタ,,,テゲバジャーロ宮崎,2021,myzk
18,20,0926,沼津,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
19,21,1003,鳥取,,A,チュスタ,,,テゲバジャーロ宮崎,2021,myzk
20,22,1010,今治,,A,夢スタ,,,テゲバジャーロ宮崎,2021,myzk
21,23,1017,鹿児島,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
22,24,1024,福島,,A,とうスタ,,,テゲバジャーロ宮崎,2021,myzk
23,25,1031,藤枝,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
24,27,1114,岐阜,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
25,28,1121,富山,,A,富山,,,テゲバジャーロ宮崎,2021,myzk
26,29,1128,熊本,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
0,1,0314,鳥取,2-3,H,白波スタ,晴,アーサー　パパス,鹿児島ユナイテッドＦＣ,2021,kufc
1,2,0320,熊本,2-2,A,えがおＳ,曇のち雨,アーサー　パパス,鹿児島ユナイテッドＦＣ,2021,kufc
2,3,0328,福島,2-0,H,白波スタ,曇のち雨のち曇,アーサー　パパス,鹿児島ユナイテッドＦＣ,2021,kufc
3,5,0411,YS横浜,0-0,A,ニッパツ,晴,アーサー　パパス,鹿児島ユナイテッドＦＣ,2021,kufc
4,6,0425,宮崎,1-0,H,白波スタ,晴,アーサー　パパス,鹿児島ユナイテッドＦＣ,2021,kufc
5,7,0502,岩手,,A,いわスタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
6,8,0515,藤枝,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
7,9,0530,長野,,A,長野Ｕ,,,鹿児島ユナイテッドＦＣ,2021,kufc
8,10,0606,讃岐,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
9,11,0613,沼津,,A,愛鷹,,,鹿児島ユナイテッドＦＣ,2021,kufc
10,12,0619,八戸,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
11,13,0627,岐阜,,A,長良川,,,鹿児島ユナイテッドＦＣ,2021,kufc
12,14,0703,今治,,A,夢スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
13,15,0710,富山,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
14,16,0828,讃岐,,A,ピカスタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
15,18,0911,岩手,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
16,19,0918,鳥取,,A,Ａｘｉｓ,,,鹿児島ユナイテッドＦＣ,2021,kufc
17,20,0925,岐阜,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
18,21,1002,YS横浜,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
19,22,1010,福島,,A,とうスタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
20,23,1017,宮崎,,A,ユニスタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
21,24,1023,沼津,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
22,25,1031,熊本,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
23,26,1107,八戸,,A,プラスタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
24,27,1114,今治,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
25,28,1120,藤枝,,A,藤枝サ,,,鹿児島ユナイテッドＦＣ,2021,kufc
26,29,1128,長野,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
27,30,1205,富山,,A,富山,,,鹿児島ユナイテッドＦＣ,2021,kufc
0,1,0628,讃岐,3-2,A,ピカスタ,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
1,2,0705,Ｃ大23,0-0,H,パナスタ,晴のち曇,森下　仁志,ガンバ大阪U-23,2021,g-23
2,3,0712,鳥取,1-3,H,パナスタ,曇,森下　仁志,ガンバ大阪U-23,2021,g-23
3,4,0715,熊本,0-1,A,えがおＳ,曇,森下　仁志,ガンバ大阪U-23,2021,g-23
4,5,0719,鹿児島,2-4,H,パナスタ,曇,森下　仁志,ガンバ大阪U-23,2021,g-23
5,6,0726,岐阜,0-3,A,長良川,雨,森下　仁志,ガンバ大阪U-23,2021,g-23
6,7,0729,今治,0-2,H,パナスタ,曇,森下　仁志,ガンバ大阪U-23,2021,g-23
7,8,0802,長野,0-1,A,長野Ｕ,曇,森下　仁志,ガンバ大阪U-23,2021,g-23
8,9,0809,沼津,2-1,H,パナスタ,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
9,10,0816,YS横浜,5-5,A,ニッパツ,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
10,11,0822,秋田,1-1,A,ソユスタ,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
11,12,0830,相模原,3-0,H,パナスタ,雨のち曇,森下　仁志,ガンバ大阪U-23,2021,g-23
12,13,0902,福島,4-2,A,とうスタ,雨のち曇,森下　仁志,ガンバ大阪U-23,2021,g-23
13,14,0905,藤枝,1-3,H,パナスタ,曇,森下　仁志,ガンバ大阪U-23,2021,g-23
14,15,0912,富山,0-1,A,富山,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
15,16,0919,八戸,2-3,H,パナスタ,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
16,17,0922,岩手,0-1,A,いわスタ,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
17,18,0927,熊本,2-0,H,パナスタ,曇のち晴,森下　仁志,ガンバ大阪U-23,2021,g-23
18,19,1004,YS横浜,2-0,H,パナスタ,曇一時晴,森下　仁志,ガンバ大阪U-23,2021,g-23
19,20,1007,相模原,0-1,A,ギオンス,雨,森下　仁志,ガンバ大阪U-23,2021,g-23
20,21,1011,富山,3-2,H,パナスタ,曇一時晴,森下　仁志,ガンバ大阪U-23,2021,g-23
21,22,1018,鳥取,1-1,A,チュスタ,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
22,23,1025,Ｃ大23,1-1,A,ヤンマー,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
23,24,1028,福島,0-0,H,パナスタ,曇,森下　仁志,ガンバ大阪U-23,2021,g-23
24,25,1103,今治,0-2,A,夢スタ,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
25,26,1108,讃岐,1-1,H,パナスタ,曇,森下　仁志,ガンバ大阪U-23,2021,g-23
26,27,1115,八戸,1-1,A,プラスタ,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
27,28,1118,秋田,0-2,H,パナスタ,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
28,29,1122,岩手,0-1,H,パナスタ,曇,森下　仁志,ガンバ大阪U-23,2021,g-23
29,30,1128,藤枝,0-1,A,藤枝サ,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
30,31,1206,沼津,2-1,A,愛鷹,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
31,32,1209,長野,0-1,H,パナスタ,曇,森下　仁志,ガンバ大阪U-23,2021,g-23
32,33,1213,鹿児島,4-6,A,白波スタ,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
33,34,1220,岐阜,2-1,H,パナスタ,曇,森下　仁志,ガンバ大阪U-23,2021,g-23
0,1,0310,北九州,0-2,A,ミクスタ,雨,長澤　徹,ＦＣ東京U-23,2021,fct
1,2,0316,岩手,0-1,H,味フィ西,曇,長澤　徹,ＦＣ東京U-23,2021,fct
2,3,0323,藤枝,0-1,H,味フィ西,曇,長澤　徹,ＦＣ東京U-23,2021,fct
3,4,0331,福島,1-2,A,とうスタ,曇のち晴,長澤　徹,ＦＣ東京U-23,2021,fct
4,5,0407,Ｇ大23,1-2,A,パナスタ,晴,長澤　徹,ＦＣ東京U-23,2021,fct
5,6,0413,八戸,1-0,H,味フィ西,晴,長澤　徹,ＦＣ東京U-23,2021,fct
6,7,0428,YS横浜,2-3,A,ニッパツ,晴,長澤　徹,ＦＣ東京U-23,2021,fct
7,8,0505,Ｃ大23,2-0,H,味フィ西,晴,長澤　徹,ＦＣ東京U-23,2021,fct
8,9,0519,秋田,0-0,A,ソユスタ,晴,長澤　徹,ＦＣ東京U-23,2021,fct
9,10,0601,群馬,1-4,A,正田スタ,晴,長澤　徹,ＦＣ東京U-23,2021,fct
10,11,0608,長野,1-1,H,味フィ西,晴一時曇,長澤　徹,ＦＣ東京U-23,2021,fct
11,12,0615,熊本,2-1,A,えがおＳ,晴,長澤　徹,ＦＣ東京U-23,2021,fct
12,13,0623,沼津,1-0,H,味フィ西,曇,長澤　徹,ＦＣ東京U-23,2021,fct
13,14,0629,鳥取,2-3,A,とりスタ,雨,長澤　徹,ＦＣ東京U-23,2021,fct
14,15,0706,富山,1-1,H,味フィ西,曇,長澤　徹,ＦＣ東京U-23,2021,fct
15,16,0713,相模原,3-3,A,ギオンス,雨,長澤　徹,ＦＣ東京U-23,2021,fct
16,17,0720,讃岐,1-1,H,味フィ西,曇,長澤　徹,ＦＣ東京U-23,2021,fct
17,18,0727,藤枝,0-3,A,藤枝サ,曇,長澤　徹,ＦＣ東京U-23,2021,fct
18,19,0804,鳥取,2-2,H,味フィ西,晴,長澤　徹,ＦＣ東京U-23,2021,fct
19,20,0811,長野,0-1,A,長野Ｕ,晴,長澤　徹,ＦＣ東京U-23,2021,fct
20,21,0831,岩手,1-1,A,いわスタ,晴,長澤　徹,ＦＣ東京U-23,2021,fct
21,22,0907,北九州,0-2,H,味フィ西,曇,長澤　徹,ＦＣ東京U-23,2021,fct
22,23,0914,群馬,2-4,H,味フィ西,晴,長澤　徹,ＦＣ東京U-23,2021,fct
23,24,0929,八戸,0-1,A,ダイスタ,晴,長澤　徹,ＦＣ東京U-23,2021,fct
24,25,1006,熊本,2-0,H,生目の杜,晴,長澤　徹,ＦＣ東京U-23,2021,fct
25,26,1013,沼津,2-2,A,愛鷹,晴,長澤　徹,ＦＣ東京U-23,2021,fct
26,27,1020,相模原,1-1,H,Ｊスタ,晴,長澤　徹,ＦＣ東京U-23,2021,fct
27,28,1027,福島,2-1,H,Ｊスタ,曇一時晴,長澤　徹,ＦＣ東京U-23,2021,fct
28,29,1103,讃岐,3-1,A,ピカスタ,曇,長澤　徹,ＦＣ東京U-23,2021,fct
29,30,1109,秋田,2-3,H,夢の島,晴,長澤　徹,ＦＣ東京U-23,2021,fct
30,31,1117,YS横浜,2-0,H,味フィ西,晴,長澤　徹,ＦＣ東京U-23,2021,fct
31,32,1124,Ｃ大23,0-2,A,ヤンマー,曇,長澤　徹,ＦＣ東京U-23,2021,fct
32,33,1130,富山,0-2,A,長野Ｕ,晴,長澤　徹,ＦＣ東京U-23,2021,fct
33,34,1208,Ｇ大23,5-1,H,駒沢,晴,長澤　徹,ＦＣ東京U-23,2021,fct
0,1,0627,鳥取,0-1,H,ヤンマー,曇時々晴,村田　一弘,セレッソ大阪U-23,2021,c-23
1,2,0705,Ｇ大23,0-0,A,パナスタ,晴のち曇,村田　一弘,セレッソ大阪U-23,2021,c-23
2,3,0711,熊本,3-5,A,えがおＳ,雨,村田　一弘,セレッソ大阪U-23,2021,c-23
3,4,0715,岐阜,2-0,H,ヤンマー,曇一時雨,村田　一弘,セレッソ大阪U-23,2021,c-23
4,5,0719,今治,0-1,A,夢スタ,晴時々曇,村田　一弘,セレッソ大阪U-23,2021,c-23
5,6,0725,鹿児島,0-5,H,ヤンマー,曇,村田　一弘,セレッソ大阪U-23,2021,c-23
6,7,0729,讃岐,1-1,H,ヤンマー,曇時々雨,丸山　良明,セレッソ大阪U-23,2021,c-23
7,8,0802,岩手,1-3,A,北上,晴,丸山　良明,セレッソ大阪U-23,2021,c-23
8,9,0808,YS横浜,0-0,H,ヤンマー,曇,丸山　良明,セレッソ大阪U-23,2021,c-23
9,10,0815,藤枝,2-3,A,藤枝サ,晴,丸山　良明,セレッソ大阪U-23,2021,c-23
10,11,0822,相模原,1-2,H,ヤンマー,雨のち曇,丸山　良明,セレッソ大阪U-23,2021,c-23
11,12,0829,福島,1-2,H,ヤンマー,晴,丸山　良明,セレッソ大阪U-23,2021,c-23
12,13,0902,八戸,0-2,A,プラスタ,晴,丸山　良明,セレッソ大阪U-23,2021,c-23
13,14,0906,秋田,0-0,A,ソユスタ,晴,丸山　良明,セレッソ大阪U-23,2021,c-23
14,15,0913,長野,0-2,A,長野Ｕ,曇,丸山　良明,セレッソ大阪U-23,2021,c-23
15,16,0918,富山,2-1,H,ヤンマー,曇時々雨,丸山　良明,セレッソ大阪U-23,2021,c-23
16,17,0922,沼津,0-5,A,愛鷹,曇,丸山　良明,セレッソ大阪U-23,2021,c-23
17,18,0927,YS横浜,6-1,A,ニッパツ,曇のち晴,丸山　良明,セレッソ大阪U-23,2021,c-23
18,19,1002,今治,0-0,H,ヤンマー,晴,丸山　良明,セレッソ大阪U-23,2021,c-23
19,20,1007,福島,0-3,A,とうスタ,晴,丸山　良明,セレッソ大阪U-23,2021,c-23
20,21,1011,秋田,2-3,H,ヤンマー,曇時々晴,丸山　良明,セレッソ大阪U-23,2021,c-23
21,22,1018,鹿児島,0-0,A,白波スタ,曇,丸山　良明,セレッソ大阪U-23,2021,c-23
22,23,1025,Ｇ大23,1-1,H,ヤンマー,晴,丸山　良明,セレッソ大阪U-23,2021,c-23
23,24,1031,鳥取,1-0,A,Ａｘｉｓ,晴,丸山　良明,セレッソ大阪U-23,2021,c-23
24,25,1104,長野,1-3,H,ヤンマー,晴,丸山　良明,セレッソ大阪U-23,2021,c-23
25,26,1108,沼津,0-2,H,ヤンマー,晴のち曇,丸山　良明,セレッソ大阪U-23,2021,c-23
26,27,1113,相模原,0-0,A,ギオンス,晴,丸山　良明,セレッソ大阪U-23,2021,c-23
27,28,1118,岐阜,0-3,A,長良川,曇,丸山　良明,セレッソ大阪U-23,2021,c-23
28,29,1122,熊本,1-1,H,ヤンマー,晴のち曇,丸山　良明,セレッソ大阪U-23,2021,c-23
29,30,1129,富山,1-2,A,富山,晴,丸山　良明,セレッソ大阪U-23,2021,c-23
30,31,1205,藤枝,1-0,H,ヤンマー,晴,丸山　良明,セレッソ大阪U-23,2021,c-23
31,32,1209,讃岐,0-0,A,ピカスタ,晴,丸山　良明,セレッソ大阪U-23,2021,c-23
32,33,1213,岩手,0-5,H,ヤンマー,曇,丸山　良明,セレッソ大阪U-23,2021,c-23
33,34,1220,八戸,1-4,H,ヤンマー,晴,丸山　良明,セレッソ大阪U-23,2021,c-23
0,1,0315,相模原,0-3,A,ギオンス,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
1,2,0321,山口,0-8,A,維新公園,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
2,3,0329,琉球,1-2,A,沖縄県陸,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
3,4,0405,鳥取,0-2,A,とりスタ,雨,,Ｊリーグ・アンダー２２選抜,2021,j-22
4,5,0412,盛岡,2-1,A,盛岡南,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
5,6,0419,藤枝,1-1,A,藤枝サ,曇,,Ｊリーグ・アンダー２２選抜,2021,j-22
6,7,0426,町田,0-6,A,町田,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
7,8,0429,YS横浜,0-0,A,ニッパツ,曇のち晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
8,10,0506,長野,0-2,A,南長野,曇,,Ｊリーグ・アンダー２２選抜,2021,j-22
9,11,0510,富山,1-2,A,富山,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
10,12,0517,福島,4-1,A,とうスタ,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
11,13,0524,秋田,0-1,A,Ａ‐スタ,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
12,14,0531,山口,0-3,A,下関,曇のち晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
13,15,0607,鳥取,1-1,A,とりスタ,曇,,Ｊリーグ・アンダー２２選抜,2021,j-22
14,16,0614,琉球,1-2,A,沖縄県陸,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
15,17,0621,富山,0-0,A,富山,雨のち曇,,Ｊリーグ・アンダー２２選抜,2021,j-22
16,18,0628,福島,1-1,A,とうスタ,雨,,Ｊリーグ・アンダー２２選抜,2021,j-22
17,19,0705,盛岡,0-5,A,盛岡南,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
18,20,0712,相模原,2-1,A,ギオンス,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
19,21,0719,町田,1-3,A,町田,曇,,Ｊリーグ・アンダー２２選抜,2021,j-22
20,22,0726,藤枝,0-2,A,藤枝サ,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
21,24,0802,秋田,0-0,A,Ａ‐スタ,曇,,Ｊリーグ・アンダー２２選抜,2021,j-22
22,25,0809,YS横浜,3-0,A,ニッパツ,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
23,26,0816,長野,1-0,A,南長野,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
24,27,0906,琉球,0-6,A,沖縄県陸,雨,,Ｊリーグ・アンダー２２選抜,2021,j-22
25,28,0913,YS横浜,0-4,A,ニッパツ,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
26,29,0920,相模原,2-3,A,ギオンス,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
27,30,0923,町田,0-1,A,町田,曇,,Ｊリーグ・アンダー２２選抜,2021,j-22
28,31,0927,秋田,0-1,A,Ａ‐スタ,曇,,Ｊリーグ・アンダー２２選抜,2021,j-22
29,32,1004,盛岡,0-1,A,盛岡南,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
30,33,1011,鳥取,1-0,A,とりスタ,曇,,Ｊリーグ・アンダー２２選抜,2021,j-22
31,34,1018,富山,1-2,A,富山,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
32,35,1025,藤枝,4-1,A,エコパ,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
33,36,1101,長野,1-2,A,南長野,晴,,Ｊリーグ・アンダー２２選抜,2021,j-22
34,37,1108,福島,0-3,A,とうスタ,雨,,Ｊリーグ・アンダー２２選抜,2021,j-22
35,38,1114,山口,0-0,A,維新公園,雨のち曇,,Ｊリーグ・アンダー２２選抜,2021,j-22
