,グラフ,順位,チーム,勝点,試合,勝,分,敗,得点,失点,得失点差,直近試合の勝敗,Unnamed: 12,Unnamed: 13,year,カテゴリ,節,stage,年間勝点順位,総勝点,Unnamed: 14,Unnamed: 15
0,グラフ,1,浦和レッズ,3,1,1,0,0,3,1,2,,,111.0,2015,J1,1,１ｓｔ,,,,
1,グラフ,1,川崎フロンターレ,3,1,1,0,0,3,1,2,,,142.0,2015,J1,1,１ｓｔ,,,,
2,グラフ,1,清水エスパルス,3,1,1,0,0,3,1,2,,,221.0,2015,J1,1,１ｓｔ,,,,
3,グラフ,4,ベガルタ仙台,3,1,1,0,0,2,0,2,,,41.0,2015,J1,1,１ｓｔ,,,,
4,グラフ,4,サンフレッチェ広島,3,1,1,0,0,2,0,2,,,341.0,2015,J1,1,１ｓｔ,,,,
5,グラフ,6,サガン鳥栖,3,1,1,0,0,2,1,1,,,412.0,2015,J1,1,１ｓｔ,,,,
6,グラフ,7,柏レイソル,3,1,1,0,0,1,0,1,,,122.0,2015,J1,1,１ｓｔ,,,,
7,グラフ,8,松本山雅ＦＣ,1,1,0,1,0,3,3,0,,,160.0,2015,J1,1,１ｓｔ,,,,
8,グラフ,8,名古屋グランパス,1,1,0,1,0,3,3,0,,,231.0,2015,J1,1,１ｓｔ,,,,
9,グラフ,10,ＦＣ東京,1,1,0,1,0,2,2,0,,,130.0,2015,J1,1,１ｓｔ,,,,
10,グラフ,10,ガンバ大阪,1,1,0,1,0,2,2,0,,,271.0,2015,J1,1,１ｓｔ,,,,
11,グラフ,12,アルビレックス新潟,0,1,0,0,1,1,2,-1,,,191.0,2015,J1,1,１ｓｔ,,,,
12,グラフ,13,ヴィッセル神戸,0,1,0,0,1,0,1,-1,,,281.0,2015,J1,1,１ｓｔ,,,,
13,グラフ,14,鹿島アントラーズ,0,1,0,0,1,1,3,-2,,,80.0,2015,J1,1,１ｓｔ,,,,
14,グラフ,14,横浜Ｆ・マリノス,0,1,0,0,1,1,3,-2,,,143.0,2015,J1,1,１ｓｔ,,,,
15,グラフ,14,湘南ベルマーレ,0,1,0,0,1,1,3,-2,,,147.0,2015,J1,1,１ｓｔ,,,,
16,グラフ,17,モンテディオ山形,0,1,0,0,1,0,2,-2,,,60.0,2015,J1,1,１ｓｔ,,,,
17,グラフ,17,ヴァンフォーレ甲府,0,1,0,0,1,0,2,-2,,,151.0,2015,J1,1,１ｓｔ,,,,
0,グラフ,1,ヴィッセル神戸,3,1,1,0,0,5,0,5,,,,2015,J1,1,2ｓｔ,11.0,22.0,,281.0
1,グラフ,2,川崎フロンターレ,3,1,1,0,0,2,0,2,,,,2015,J1,1,2ｓｔ,5.0,33.0,,142.0
2,グラフ,3,サンフレッチェ広島,3,1,1,0,0,4,3,1,,,,2015,J1,1,2ｓｔ,2.0,37.0,,341.0
3,グラフ,4,鹿島アントラーズ,3,1,1,0,0,3,2,1,,,,2015,J1,1,2ｓｔ,7.0,25.0,,80.0
4,グラフ,4,サガン鳥栖,3,1,1,0,0,3,2,1,,,,2015,J1,1,2ｓｔ,10.0,23.0,,412.0
5,グラフ,6,浦和レッズ,3,1,1,0,0,2,1,1,,,,2015,J1,1,2ｓｔ,1.0,44.0,,111.0
6,グラフ,6,湘南ベルマーレ,3,1,1,0,0,2,1,1,,,,2015,J1,1,2ｓｔ,8.0,25.0,,147.0
7,グラフ,6,ガンバ大阪,3,1,1,0,0,2,1,1,,,,2015,J1,1,2ｓｔ,3.0,35.0,,271.0
8,グラフ,9,モンテディオ山形,1,1,0,1,0,1,1,0,,,,2015,J1,1,2ｓｔ,16.0,15.0,,60.0
9,グラフ,9,横浜Ｆ・マリノス,1,1,0,1,0,1,1,0,,,,2015,J1,1,2ｓｔ,6.0,27.0,,143.0
10,グラフ,11,ベガルタ仙台,0,1,0,0,1,3,4,-1,,,,2015,J1,1,2ｓｔ,9.0,23.0,,41.0
11,グラフ,12,柏レイソル,0,1,0,0,1,2,3,-1,,,,2015,J1,1,2ｓｔ,14.0,18.0,,122.0
12,グラフ,12,アルビレックス新潟,0,1,0,0,1,2,3,-1,,,,2015,J1,1,2ｓｔ,17.0,14.0,,191.0
13,グラフ,14,ヴァンフォーレ甲府,0,1,0,0,1,1,2,-1,,,,2015,J1,1,2ｓｔ,13.0,20.0,,151.0
14,グラフ,14,松本山雅ＦＣ,0,1,0,0,1,1,2,-1,,,,2015,J1,1,2ｓｔ,15.0,15.0,,160.0
15,グラフ,14,名古屋グランパス,0,1,0,0,1,1,2,-1,,,,2015,J1,1,2ｓｔ,12.0,22.0,,231.0
16,グラフ,17,ＦＣ東京,0,1,0,0,1,0,2,-2,,,,2015,J1,1,2ｓｔ,4.0,35.0,,130.0
17,グラフ,18,清水エスパルス,0,1,0,0,1,0,5,-5,,,,2015,J1,1,2ｓｔ,18.0,13.0,,221.0
0,グラフ,1,浦和レッズ,6,2,2,0,0,4,1,3,,,111.0,2015,J1,2,１ｓｔ,,,,
1,グラフ,1,サンフレッチェ広島,6,2,2,0,0,4,1,3,,,341.0,2015,J1,2,１ｓｔ,,,,
2,グラフ,3,サガン鳥栖,6,2,2,0,0,3,1,2,,,412.0,2015,J1,2,１ｓｔ,,,,
3,グラフ,4,川崎フロンターレ,4,2,1,1,0,5,3,2,,,142.0,2015,J1,2,１ｓｔ,,,,
4,グラフ,5,ベガルタ仙台,4,2,1,1,0,3,1,2,,,41.0,2015,J1,2,１ｓｔ,,,,
5,グラフ,5,清水エスパルス,4,2,1,1,0,3,1,2,,,221.0,2015,J1,2,１ｓｔ,,,,
6,グラフ,7,柏レイソル,4,2,1,1,0,2,1,1,,,122.0,2015,J1,2,１ｓｔ,,,,
7,グラフ,8,湘南ベルマーレ,3,2,1,0,1,3,4,-1,,,147.0,2015,J1,2,１ｓｔ,,,,
8,グラフ,9,ヴァンフォーレ甲府,3,2,1,0,1,1,2,-1,,,151.0,2015,J1,2,１ｓｔ,,,,
9,グラフ,10,ＦＣ東京,2,2,0,2,0,2,2,0,,,130.0,2015,J1,2,１ｓｔ,,,,
10,グラフ,11,松本山雅ＦＣ,1,2,0,1,1,4,5,-1,,,160.0,2015,J1,2,１ｓｔ,,,,
11,グラフ,12,名古屋グランパス,1,2,0,1,1,3,4,-1,,,231.0,2015,J1,2,１ｓｔ,,,,
12,グラフ,13,ガンバ大阪,1,2,0,1,1,2,3,-1,,,271.0,2015,J1,2,１ｓｔ,,,,
13,グラフ,13,ヴィッセル神戸,1,2,0,1,1,2,3,-1,,,281.0,2015,J1,2,１ｓｔ,,,,
14,グラフ,15,アルビレックス新潟,1,2,0,1,1,1,2,-1,,,191.0,2015,J1,2,１ｓｔ,,,,
15,グラフ,16,横浜Ｆ・マリノス,1,2,0,1,1,1,3,-2,,,143.0,2015,J1,2,１ｓｔ,,,,
16,グラフ,17,鹿島アントラーズ,0,2,0,0,2,2,5,-3,,,80.0,2015,J1,2,１ｓｔ,,,,
17,グラフ,18,モンテディオ山形,0,2,0,0,2,0,3,-3,,,60.0,2015,J1,2,１ｓｔ,,,,
0,グラフ,1,サンフレッチェ広島,6,2,2,0,0,10,3,7,,,,2015,J1,2,2ｓｔ,2.0,40.0,,341.0
1,グラフ,2,ヴィッセル神戸,4,2,1,1,0,6,1,5,,,,2015,J1,2,2ｓｔ,12.0,23.0,,281.0
2,グラフ,3,川崎フロンターレ,4,2,1,1,0,3,1,2,,,,2015,J1,2,2ｓｔ,5.0,34.0,,142.0
3,グラフ,4,サガン鳥栖,4,2,1,1,0,4,3,1,,,,2015,J1,2,2ｓｔ,11.0,24.0,,412.0
4,グラフ,5,鹿島アントラーズ,4,2,1,1,0,3,2,1,,,,2015,J1,2,2ｓｔ,7.0,26.0,,80.0
5,グラフ,5,湘南ベルマーレ,4,2,1,1,0,3,2,1,,,,2015,J1,2,2ｓｔ,8.0,26.0,,147.0
6,グラフ,7,浦和レッズ,4,2,1,1,0,2,1,1,,,,2015,J1,2,2ｓｔ,1.0,45.0,,111.0
7,グラフ,8,名古屋グランパス,3,2,1,0,1,4,4,0,,,,2015,J1,2,2ｓｔ,9.0,25.0,,231.0
8,グラフ,8,ガンバ大阪,3,2,1,0,1,4,4,0,,,,2015,J1,2,2ｓｔ,4.0,35.0,,271.0
9,グラフ,10,柏レイソル,3,2,1,0,1,3,3,0,,,,2015,J1,2,2ｓｔ,13.0,21.0,,122.0
10,グラフ,10,ＦＣ東京,3,2,1,0,1,3,3,0,,,,2015,J1,2,2ｓｔ,3.0,38.0,,130.0
11,グラフ,12,モンテディオ山形,2,2,0,2,0,1,1,0,,,,2015,J1,2,2ｓｔ,15.0,16.0,,60.0
12,グラフ,13,ベガルタ仙台,1,2,0,1,1,3,4,-1,,,,2015,J1,2,2ｓｔ,10.0,24.0,,41.0
13,グラフ,14,横浜Ｆ・マリノス,1,2,0,1,1,1,2,-1,,,,2015,J1,2,2ｓｔ,6.0,27.0,,143.0
14,グラフ,14,ヴァンフォーレ甲府,1,2,0,1,1,1,2,-1,,,,2015,J1,2,2ｓｔ,14.0,21.0,,151.0
15,グラフ,16,清水エスパルス,1,2,0,1,1,0,5,-5,,,,2015,J1,2,2ｓｔ,17.0,14.0,,221.0
16,グラフ,17,アルビレックス新潟,0,2,0,0,2,3,6,-3,,,,2015,J1,2,2ｓｔ,18.0,14.0,,191.0
17,グラフ,18,松本山雅ＦＣ,0,2,0,0,2,1,8,-7,,,,2015,J1,2,2ｓｔ,16.0,15.0,,160.0
0,グラフ,1,浦和レッズ,7,3,2,1,0,4,1,3,,,111.0,2015,J1,3,１ｓｔ,,,,
1,グラフ,1,サンフレッチェ広島,7,3,2,1,0,4,1,3,,,341.0,2015,J1,3,１ｓｔ,,,,
2,グラフ,3,サガン鳥栖,6,3,2,0,1,3,2,1,,,412.0,2015,J1,3,１ｓｔ,,,,
3,グラフ,4,ＦＣ東京,5,3,1,2,0,4,2,2,,,130.0,2015,J1,3,１ｓｔ,,,,
4,グラフ,5,ベガルタ仙台,5,3,1,2,0,3,1,2,,,41.0,2015,J1,3,１ｓｔ,,,,
5,グラフ,6,川崎フロンターレ,4,3,1,1,1,5,4,1,,,142.0,2015,J1,3,１ｓｔ,,,,
6,グラフ,7,ガンバ大阪,4,3,1,1,1,4,3,1,,,271.0,2015,J1,3,１ｓｔ,,,,
7,グラフ,8,清水エスパルス,4,3,1,1,1,3,2,1,,,221.0,2015,J1,3,１ｓｔ,,,,
8,グラフ,9,松本山雅ＦＣ,4,3,1,1,1,5,5,0,,,160.0,2015,J1,3,１ｓｔ,,,,
9,グラフ,10,柏レイソル,4,3,1,1,1,4,4,0,,,122.0,2015,J1,3,１ｓｔ,,,,
10,グラフ,10,アルビレックス新潟,4,3,1,1,1,4,4,0,,,191.0,2015,J1,3,１ｓｔ,,,,
11,グラフ,12,湘南ベルマーレ,4,3,1,1,1,3,4,-1,,,147.0,2015,J1,3,１ｓｔ,,,,
12,グラフ,13,横浜Ｆ・マリノス,4,3,1,1,1,2,3,-1,,,143.0,2015,J1,3,１ｓｔ,,,,
13,グラフ,14,モンテディオ山形,3,3,1,0,2,1,3,-2,,,60.0,2015,J1,3,１ｓｔ,,,,
14,グラフ,15,ヴァンフォーレ甲府,3,3,1,0,2,1,4,-3,,,151.0,2015,J1,3,１ｓｔ,,,,
15,グラフ,16,名古屋グランパス,2,3,0,2,1,4,5,-1,,,231.0,2015,J1,3,１ｓｔ,,,,
16,グラフ,17,鹿島アントラーズ,1,3,0,1,2,3,6,-3,,,80.0,2015,J1,3,１ｓｔ,,,,
17,グラフ,18,ヴィッセル神戸,1,3,0,1,2,2,5,-3,,,281.0,2015,J1,3,１ｓｔ,,,,
0,グラフ,1,サンフレッチェ広島,9,3,3,0,0,12,4,8,,,,2015,J1,3,2ｓｔ,2.0,43.0,,341.0
1,グラフ,2,ヴィッセル神戸,7,3,2,1,0,8,2,6,,,,2015,J1,3,2ｓｔ,7.0,26.0,,281.0
2,グラフ,3,柏レイソル,6,3,2,0,1,4,3,1,,,,2015,J1,3,2ｓｔ,12.0,24.0,,122.0
3,グラフ,4,川崎フロンターレ,4,3,1,1,1,3,2,1,,,,2015,J1,3,2ｓｔ,5.0,34.0,,142.0
4,グラフ,4,ヴァンフォーレ甲府,4,3,1,1,1,3,2,1,,,,2015,J1,3,2ｓｔ,13.0,24.0,,151.0
5,グラフ,6,名古屋グランパス,4,3,1,1,1,6,6,0,,,,2015,J1,3,2ｓｔ,9.0,26.0,,231.0
6,グラフ,6,ガンバ大阪,4,3,1,1,1,6,6,0,,,,2015,J1,3,2ｓｔ,4.0,36.0,,271.0
7,グラフ,8,サガン鳥栖,4,3,1,1,1,4,4,0,,,,2015,J1,3,2ｓｔ,14.0,24.0,,412.0
8,グラフ,9,浦和レッズ,4,3,1,1,1,3,3,0,,,,2015,J1,3,2ｓｔ,1.0,45.0,,111.0
9,グラフ,9,ＦＣ東京,4,3,1,1,1,3,3,0,,,,2015,J1,3,2ｓｔ,3.0,39.0,,130.0
10,グラフ,11,鹿島アントラーズ,4,3,1,1,1,3,4,-1,,,,2015,J1,3,2ｓｔ,8.0,26.0,,80.0
11,グラフ,11,湘南ベルマーレ,4,3,1,1,1,3,4,-1,,,,2015,J1,3,2ｓｔ,10.0,26.0,,147.0
12,グラフ,13,モンテディオ山形,3,3,0,3,0,1,1,0,,,,2015,J1,3,2ｓｔ,16.0,17.0,,60.0
13,グラフ,14,アルビレックス新潟,3,3,1,0,2,4,6,-2,,,,2015,J1,3,2ｓｔ,17.0,17.0,,191.0
14,グラフ,15,松本山雅ＦＣ,3,3,1,0,2,3,8,-5,,,,2015,J1,3,2ｓｔ,15.0,18.0,,160.0
15,グラフ,16,横浜Ｆ・マリノス,2,3,0,2,1,3,4,-1,,,,2015,J1,3,2ｓｔ,6.0,28.0,,143.0
16,グラフ,17,清水エスパルス,2,3,0,2,1,2,7,-5,,,,2015,J1,3,2ｓｔ,18.0,15.0,,221.0
17,グラフ,18,ベガルタ仙台,1,3,0,1,2,4,6,-2,,,,2015,J1,3,2ｓｔ,11.0,24.0,,41.0
0,グラフ,1,浦和レッズ,10,4,3,1,0,5,1,4,,,111.0,2015,J1,4,１ｓｔ,,,,
1,グラフ,2,ベガルタ仙台,8,4,2,2,0,5,2,3,,,41.0,2015,J1,4,１ｓｔ,,,,
2,グラフ,2,ＦＣ東京,8,4,2,2,0,5,2,3,,,130.0,2015,J1,4,１ｓｔ,,,,
3,グラフ,4,川崎フロンターレ,7,4,2,1,1,9,5,4,,,142.0,2015,J1,4,１ｓｔ,,,,
4,グラフ,5,ガンバ大阪,7,4,2,1,1,7,4,3,,,271.0,2015,J1,4,１ｓｔ,,,,
5,グラフ,6,サンフレッチェ広島,7,4,2,1,1,4,2,2,,,341.0,2015,J1,4,１ｓｔ,,,,
6,グラフ,7,湘南ベルマーレ,7,4,2,1,1,5,5,0,,,147.0,2015,J1,4,１ｓｔ,,,,
7,グラフ,8,横浜Ｆ・マリノス,7,4,2,1,1,4,4,0,,,143.0,2015,J1,4,１ｓｔ,,,,
8,グラフ,9,サガン鳥栖,6,4,2,0,2,4,5,-1,,,412.0,2015,J1,4,１ｓｔ,,,,
9,グラフ,10,清水エスパルス,4,4,1,1,2,4,4,0,,,221.0,2015,J1,4,１ｓｔ,,,,
10,グラフ,11,鹿島アントラーズ,4,4,1,1,2,6,7,-1,,,80.0,2015,J1,4,１ｓｔ,,,,
11,グラフ,12,柏レイソル,4,4,1,1,2,5,6,-1,,,122.0,2015,J1,4,１ｓｔ,,,,
12,グラフ,12,松本山雅ＦＣ,4,4,1,1,2,5,6,-1,,,160.0,2015,J1,4,１ｓｔ,,,,
13,グラフ,14,ヴィッセル神戸,4,4,1,1,2,3,5,-2,,,281.0,2015,J1,4,１ｓｔ,,,,
14,グラフ,15,アルビレックス新潟,4,4,1,1,2,5,8,-3,,,191.0,2015,J1,4,１ｓｔ,,,,
15,グラフ,16,モンテディオ山形,3,4,1,0,3,2,5,-3,,,60.0,2015,J1,4,１ｓｔ,,,,
16,グラフ,17,ヴァンフォーレ甲府,3,4,1,0,3,1,5,-4,,,151.0,2015,J1,4,１ｓｔ,,,,
17,グラフ,18,名古屋グランパス,2,4,0,2,2,5,8,-3,,,231.0,2015,J1,4,１ｓｔ,,,,
0,グラフ,1,サンフレッチェ広島,12,4,4,0,0,14,4,10,,,,2015,J1,4,2ｓｔ,1.0,46.0,,341.0
1,グラフ,2,柏レイソル,9,4,3,0,1,5,3,2,,,,2015,J1,4,2ｓｔ,9.0,27.0,,122.0
2,グラフ,3,ガンバ大阪,8,5,2,2,1,9,8,1,,,,2015,J1,4,2ｓｔ,3.0,40.0,,271.0
3,グラフ,4,ヴィッセル神戸,7,4,2,1,1,9,4,5,,,,2015,J1,4,2ｓｔ,11.0,26.0,,281.0
4,グラフ,5,川崎フロンターレ,7,4,2,1,1,6,4,2,,,,2015,J1,4,2ｓｔ,5.0,37.0,,142.0
5,グラフ,6,名古屋グランパス,7,4,2,1,1,8,7,1,,,,2015,J1,4,2ｓｔ,7.0,29.0,,231.0
6,グラフ,7,鹿島アントラーズ,7,4,2,1,1,5,5,0,,,,2015,J1,4,2ｓｔ,6.0,29.0,,80.0
7,グラフ,8,アルビレックス新潟,6,4,2,0,2,7,7,0,,,,2015,J1,4,2ｓｔ,16.0,20.0,,191.0
8,グラフ,9,サガン鳥栖,6,5,1,3,1,6,6,0,,,,2015,J1,4,2ｓｔ,12.0,26.0,,412.0
9,グラフ,10,松本山雅ＦＣ,6,4,2,0,2,4,8,-4,,,,2015,J1,4,2ｓｔ,15.0,21.0,,160.0
10,グラフ,11,湘南ベルマーレ,5,4,1,2,1,4,5,-1,,,,2015,J1,4,2ｓｔ,10.0,27.0,,147.0
11,グラフ,12,ヴァンフォーレ甲府,4,4,1,1,2,3,3,0,,,,2015,J1,4,2ｓｔ,14.0,24.0,,151.0
12,グラフ,13,浦和レッズ,4,4,1,1,2,4,5,-1,,,,2015,J1,4,2ｓｔ,2.0,45.0,,111.0
13,グラフ,13,ＦＣ東京,4,4,1,1,2,4,5,-1,,,,2015,J1,4,2ｓｔ,4.0,39.0,,130.0
14,グラフ,15,モンテディオ山形,3,4,0,3,1,2,4,-2,,,,2015,J1,4,2ｓｔ,17.0,17.0,,60.0
15,グラフ,16,横浜Ｆ・マリノス,2,4,0,2,2,3,6,-3,,,,2015,J1,4,2ｓｔ,8.0,28.0,,143.0
16,グラフ,17,清水エスパルス,2,4,0,2,2,4,10,-6,,,,2015,J1,4,2ｓｔ,18.0,15.0,,221.0
17,グラフ,18,ベガルタ仙台,1,4,0,1,3,4,7,-3,,,,2015,J1,4,2ｓｔ,13.0,24.0,,41.0
0,グラフ,1,浦和レッズ,11,5,3,2,0,6,2,4,,,111.0,2015,J1,5,１ｓｔ,,,,
1,グラフ,1,ＦＣ東京,11,5,3,2,0,6,2,4,,,130.0,2015,J1,5,１ｓｔ,,,,
2,グラフ,3,ガンバ大阪,10,5,3,1,1,10,6,4,,,271.0,2015,J1,5,１ｓｔ,,,,
3,グラフ,4,ベガルタ仙台,9,5,2,3,0,6,3,3,,,41.0,2015,J1,5,１ｓｔ,,,,
4,グラフ,5,サガン鳥栖,9,5,3,0,2,5,5,0,,,412.0,2015,J1,5,１ｓｔ,,,,
5,グラフ,6,川崎フロンターレ,8,5,2,2,1,10,6,4,,,142.0,2015,J1,5,１ｓｔ,,,,
6,グラフ,7,横浜Ｆ・マリノス,8,5,2,2,1,5,5,0,,,143.0,2015,J1,5,１ｓｔ,,,,
7,グラフ,8,柏レイソル,7,5,2,1,2,8,7,1,,,122.0,2015,J1,5,１ｓｔ,,,,
8,グラフ,9,ヴィッセル神戸,7,5,2,1,2,7,6,1,,,281.0,2015,J1,5,１ｓｔ,,,,
9,グラフ,10,サンフレッチェ広島,7,5,2,1,2,4,4,0,,,341.0,2015,J1,5,１ｓｔ,,,,
10,グラフ,11,湘南ベルマーレ,7,5,2,1,2,5,6,-1,,,147.0,2015,J1,5,１ｓｔ,,,,
11,グラフ,12,鹿島アントラーズ,5,5,1,2,2,7,8,-1,,,80.0,2015,J1,5,１ｓｔ,,,,
12,グラフ,12,名古屋グランパス,5,5,1,2,2,7,8,-1,,,231.0,2015,J1,5,１ｓｔ,,,,
13,グラフ,14,アルビレックス新潟,5,5,1,2,2,6,9,-3,,,191.0,2015,J1,5,１ｓｔ,,,,
14,グラフ,15,清水エスパルス,4,5,1,1,3,6,7,-1,,,221.0,2015,J1,5,１ｓｔ,,,,
15,グラフ,16,松本山雅ＦＣ,4,5,1,1,3,6,9,-3,,,160.0,2015,J1,5,１ｓｔ,,,,
16,グラフ,17,モンテディオ山形,3,5,1,0,4,2,6,-4,,,60.0,2015,J1,5,１ｓｔ,,,,
17,グラフ,18,ヴァンフォーレ甲府,3,5,1,0,4,2,9,-7,,,151.0,2015,J1,5,１ｓｔ,,,,
0,グラフ,1,サンフレッチェ広島,15,5,5,0,0,18,4,14,,,,2015,J1,5,2ｓｔ,1.0,49.0,,341.0
1,グラフ,2,名古屋グランパス,10,5,3,1,1,11,7,4,,,,2015,J1,5,2ｓｔ,7.0,32.0,,231.0
2,グラフ,3,川崎フロンターレ,10,5,3,1,1,9,5,4,,,,2015,J1,5,2ｓｔ,5.0,40.0,,142.0
3,グラフ,4,鹿島アントラーズ,10,5,3,1,1,8,5,3,,,,2015,J1,5,2ｓｔ,6.0,32.0,,80.0
4,グラフ,5,ガンバ大阪,9,6,2,3,1,11,10,1,,,,2015,J1,5,2ｓｔ,4.0,41.0,,271.0
5,グラフ,6,柏レイソル,9,5,3,0,2,5,6,-1,,,,2015,J1,5,2ｓｔ,10.0,27.0,,122.0
6,グラフ,7,湘南ベルマーレ,8,5,2,2,1,7,5,2,,,,2015,J1,5,2ｓｔ,8.0,30.0,,147.0
7,グラフ,8,ヴィッセル神戸,7,5,2,1,2,9,8,1,,,,2015,J1,5,2ｓｔ,11.0,26.0,,281.0
8,グラフ,9,ＦＣ東京,7,5,2,1,2,7,6,1,,,,2015,J1,5,2ｓｔ,3.0,42.0,,130.0
9,グラフ,10,アルビレックス新潟,7,5,2,1,2,9,9,0,,,,2015,J1,5,2ｓｔ,15.0,21.0,,191.0
10,グラフ,11,サガン鳥栖,6,6,1,3,2,6,9,-3,,,,2015,J1,5,2ｓｔ,12.0,26.0,,412.0
11,グラフ,12,松本山雅ＦＣ,6,5,2,0,3,5,11,-6,,,,2015,J1,5,2ｓｔ,16.0,21.0,,160.0
12,グラフ,13,ヴァンフォーレ甲府,5,5,1,2,2,4,4,0,,,,2015,J1,5,2ｓｔ,13.0,25.0,,151.0
13,グラフ,14,浦和レッズ,5,5,1,2,2,5,6,-1,,,,2015,J1,5,2ｓｔ,2.0,46.0,,111.0
14,グラフ,15,清水エスパルス,5,5,1,2,2,6,11,-5,,,,2015,J1,5,2ｓｔ,17.0,18.0,,221.0
15,グラフ,16,モンテディオ山形,3,5,0,3,2,2,7,-5,,,,2015,J1,5,2ｓｔ,18.0,17.0,,60.0
16,グラフ,17,横浜Ｆ・マリノス,2,5,0,2,3,4,8,-4,,,,2015,J1,5,2ｓｔ,9.0,28.0,,143.0
17,グラフ,18,ベガルタ仙台,1,5,0,1,4,5,10,-5,,,,2015,J1,5,2ｓｔ,14.0,24.0,,41.0
0,グラフ,1,浦和レッズ,14,6,4,2,0,8,3,5,,,111.0,2015,J1,6,１ｓｔ,,,,
1,グラフ,2,ガンバ大阪,13,6,4,1,1,12,6,6,,,271.0,2015,J1,6,１ｓｔ,,,,
2,グラフ,3,サガン鳥栖,12,6,4,0,2,8,5,3,,,412.0,2015,J1,6,１ｓｔ,,,,
3,グラフ,4,川崎フロンターレ,11,6,3,2,1,13,8,5,,,142.0,2015,J1,6,１ｓｔ,,,,
4,グラフ,5,ＦＣ東京,11,6,3,2,1,7,4,3,,,130.0,2015,J1,6,１ｓｔ,,,,
5,グラフ,6,サンフレッチェ広島,10,6,3,1,2,6,5,1,,,341.0,2015,J1,6,１ｓｔ,,,,
6,グラフ,7,ベガルタ仙台,9,6,2,3,1,8,6,2,,,41.0,2015,J1,6,１ｓｔ,,,,
7,グラフ,8,鹿島アントラーズ,8,6,2,2,2,10,9,1,,,80.0,2015,J1,6,１ｓｔ,,,,
8,グラフ,8,名古屋グランパス,8,6,2,2,2,10,9,1,,,231.0,2015,J1,6,１ｓｔ,,,,
9,グラフ,10,ヴィッセル神戸,8,6,2,2,2,9,8,1,,,281.0,2015,J1,6,１ｓｔ,,,,
10,グラフ,11,横浜Ｆ・マリノス,8,6,2,2,2,6,7,-1,,,143.0,2015,J1,6,１ｓｔ,,,,
11,グラフ,12,柏レイソル,7,6,2,1,3,9,10,-1,,,122.0,2015,J1,6,１ｓｔ,,,,
12,グラフ,13,湘南ベルマーレ,7,6,2,1,3,5,8,-3,,,147.0,2015,J1,6,１ｓｔ,,,,
13,グラフ,14,アルビレックス新潟,6,6,1,3,2,8,11,-3,,,191.0,2015,J1,6,１ｓｔ,,,,
14,グラフ,15,松本山雅ＦＣ,5,6,1,2,3,6,9,-3,,,160.0,2015,J1,6,１ｓｔ,,,,
15,グラフ,16,清水エスパルス,4,6,1,1,4,7,10,-3,,,221.0,2015,J1,6,１ｓｔ,,,,
16,グラフ,17,モンテディオ山形,4,6,1,1,4,2,6,-4,,,60.0,2015,J1,6,１ｓｔ,,,,
17,グラフ,18,ヴァンフォーレ甲府,3,6,1,0,5,2,12,-10,,,151.0,2015,J1,6,１ｓｔ,,,,
0,グラフ,1,サンフレッチェ広島,15,6,5,0,1,18,5,13,,,,2015,J1,6,2ｓｔ,1.0,49.0,,341.0
1,グラフ,2,鹿島アントラーズ,13,6,4,1,1,9,5,4,,,,2015,J1,6,2ｓｔ,6.0,35.0,,80.0
2,グラフ,3,柏レイソル,12,6,4,0,2,7,6,1,,,,2015,J1,6,2ｓｔ,10.0,30.0,,122.0
3,グラフ,4,川崎フロンターレ,11,6,3,2,1,9,5,4,,,,2015,J1,6,2ｓｔ,5.0,41.0,,142.0
4,グラフ,5,湘南ベルマーレ,11,6,3,2,1,9,6,3,,,,2015,J1,6,2ｓｔ,7.0,33.0,,147.0
5,グラフ,6,ＦＣ東京,10,6,3,1,2,8,6,2,,,,2015,J1,6,2ｓｔ,3.0,45.0,,130.0
6,グラフ,7,名古屋グランパス,10,6,3,1,2,11,10,1,,,,2015,J1,6,2ｓｔ,8.0,32.0,,231.0
7,グラフ,8,ガンバ大阪,9,6,2,3,1,11,10,1,,,,2015,J1,6,2ｓｔ,4.0,41.0,,271.0
8,グラフ,9,浦和レッズ,8,6,2,2,2,7,7,0,,,,2015,J1,6,2ｓｔ,2.0,49.0,,111.0
9,グラフ,10,アルビレックス新潟,7,6,2,1,3,10,11,-1,,,,2015,J1,6,2ｓｔ,15.0,21.0,,191.0
10,グラフ,11,ヴィッセル神戸,7,6,2,1,3,9,10,-1,,,,2015,J1,6,2ｓｔ,12.0,26.0,,281.0
11,グラフ,12,サガン鳥栖,6,6,1,3,2,6,9,-3,,,,2015,J1,6,2ｓｔ,13.0,26.0,,412.0
12,グラフ,13,松本山雅ＦＣ,6,6,2,0,4,6,14,-8,,,,2015,J1,6,2ｓｔ,16.0,21.0,,160.0
