,グラフ,順位,チーム,勝点,試合,勝,分,敗,得点,失点,得失点差,直近試合の勝敗,Unnamed: 12,Unnamed: 13,year,カテゴリ,節,stage,年間勝点順位,総勝点,Unnamed: 14,Unnamed: 15
1,グラフ,2,ガンバ大阪,26,12,8,2,2,20,10,10,,,,2016,J1,12,2ｓｔ,4.0,50.0,,271.0
2,グラフ,3,川崎フロンターレ,25,12,8,1,3,27,16,11,,,,2016,J1,12,2ｓｔ,1.0,63.0,,142.0
3,グラフ,4,横浜Ｆ・マリノス,23,12,6,5,1,21,11,10,,,,2016,J1,12,2ｓｔ,8.0,45.0,,143.0
4,グラフ,5,ヴィッセル神戸,23,12,7,2,3,22,14,8,,,,2016,J1,12,2ｓｔ,9.0,43.0,,281.0
5,グラフ,6,柏レイソル,23,12,7,2,3,24,18,6,,,,2016,J1,12,2ｓｔ,6.0,47.0,,122.0
6,グラフ,7,サガン鳥栖,21,12,6,3,3,17,14,3,,,,2016,J1,12,2ｓｔ,11.0,38.0,,412.0
7,グラフ,8,サンフレッチェ広島,20,12,6,2,4,21,15,6,,,,2016,J1,12,2ｓｔ,5.0,49.0,,341.0
8,グラフ,9,大宮アルディージャ,20,12,5,5,2,15,12,3,,,,2016,J1,12,2ｓｔ,7.0,46.0,,112.0
9,グラフ,10,鹿島アントラーズ,17,12,5,2,5,20,17,3,,,,2016,J1,12,2ｓｔ,3.0,56.0,,80.0
10,グラフ,11,ＦＣ東京,16,12,5,1,6,15,17,-2,,,,2016,J1,12,2ｓｔ,10.0,39.0,,130.0
11,グラフ,12,ベガルタ仙台,14,12,4,2,6,12,17,-5,,,,2016,J1,12,2ｓｔ,12.0,37.0,,41.0
12,グラフ,13,ヴァンフォーレ甲府,13,12,3,4,5,12,19,-7,,,,2016,J1,12,2ｓｔ,14.0,28.0,,151.0
13,グラフ,14,アルビレックス新潟,9,12,3,0,9,10,15,-5,,,,2016,J1,12,2ｓｔ,15.0,27.0,,191.0
14,グラフ,15,ジュビロ磐田,8,12,1,5,6,13,23,-10,,,,2016,J1,12,2ｓｔ,13.0,31.0,,222.0
15,グラフ,16,アビスパ福岡,8,12,2,2,8,12,22,-10,,,,2016,J1,12,2ｓｔ,17.0,19.0,,401.0
16,グラフ,17,名古屋グランパス,6,12,1,3,8,5,21,-16,,,,2016,J1,12,2ｓｔ,16.0,23.0,,231.0
17,グラフ,18,湘南ベルマーレ,3,12,1,0,11,6,25,-19,,,,2016,J1,12,2ｓｔ,18.0,19.0,,147.0
0,グラフ,1,川崎フロンターレ,28,13,8,4,1,26,13,13,,,142.0,2016,J1,13,１ｓｔ,,,,
1,グラフ,2,鹿島アントラーズ,27,13,8,3,2,19,9,10,,,80.0,2016,J1,13,１ｓｔ,,,,
2,グラフ,3,浦和レッズ,26,11,8,2,1,18,6,12,,,111.0,2016,J1,13,１ｓｔ,,,,
3,グラフ,4,大宮アルディージャ,24,13,7,3,3,14,12,2,,,112.0,2016,J1,13,１ｓｔ,,,,
4,グラフ,5,柏レイソル,22,13,6,4,3,18,14,4,,,122.0,2016,J1,13,１ｓｔ,,,,
5,グラフ,6,ガンバ大阪,19,12,6,1,5,14,11,3,,,271.0,2016,J1,13,１ｓｔ,,,,
6,グラフ,7,ジュビロ磐田,19,13,5,4,4,18,21,-3,,,222.0,2016,J1,13,１ｓｔ,,,,
7,グラフ,8,サンフレッチェ広島,18,12,5,3,4,19,14,5,,,341.0,2016,J1,13,１ｓｔ,,,,
8,グラフ,9,横浜Ｆ・マリノス,18,13,5,3,5,17,15,2,,,143.0,2016,J1,13,１ｓｔ,,,,
9,グラフ,10,ヴィッセル神戸,17,12,5,2,5,18,17,1,,,281.0,2016,J1,13,１ｓｔ,,,,
10,グラフ,11,名古屋グランパス,14,12,4,2,6,19,22,-3,,,231.0,2016,J1,13,１ｓｔ,,,,
11,グラフ,12,ＦＣ東京,14,11,4,2,5,10,13,-3,,,130.0,2016,J1,13,１ｓｔ,,,,
12,グラフ,13,ベガルタ仙台,14,13,4,2,7,12,19,-7,,,41.0,2016,J1,13,１ｓｔ,,,,
13,グラフ,14,ヴァンフォーレ甲府,12,13,2,6,5,16,22,-6,,,151.0,2016,J1,13,１ｓｔ,,,,
14,グラフ,15,アルビレックス新潟,11,13,2,5,6,14,20,-6,,,191.0,2016,J1,13,１ｓｔ,,,,
15,グラフ,16,サガン鳥栖,9,12,2,3,7,7,13,-6,,,412.0,2016,J1,13,１ｓｔ,,,,
16,グラフ,17,アビスパ福岡,9,12,2,3,7,9,16,-7,,,401.0,2016,J1,13,１ｓｔ,,,,
17,グラフ,18,湘南ベルマーレ,8,13,2,2,9,11,22,-11,,,147.0,2016,J1,13,１ｓｔ,,,,
0,グラフ,1,浦和レッズ,31,13,10,1,2,27,10,17,,,,2016,J1,13,2ｓｔ,2.0,64.0,,111.0
1,グラフ,2,川崎フロンターレ,28,13,9,1,3,30,18,12,,,,2016,J1,13,2ｓｔ,1.0,66.0,,142.0
2,グラフ,3,ガンバ大阪,27,13,8,3,2,23,13,10,,,,2016,J1,13,2ｓｔ,4.0,51.0,,271.0
3,グラフ,4,ヴィッセル神戸,26,13,8,2,3,26,15,11,,,,2016,J1,13,2ｓｔ,8.0,46.0,,281.0
4,グラフ,5,柏レイソル,26,13,8,2,3,25,18,7,,,,2016,J1,13,2ｓｔ,5.0,50.0,,122.0
5,グラフ,6,横浜Ｆ・マリノス,23,13,6,5,2,23,14,9,,,,2016,J1,13,2ｓｔ,9.0,45.0,,143.0
6,グラフ,7,サガン鳥栖,22,13,6,4,3,18,15,3,,,,2016,J1,13,2ｓｔ,11.0,39.0,,412.0
7,グラフ,8,大宮アルディージャ,21,13,5,6,2,16,13,3,,,,2016,J1,13,2ｓｔ,7.0,47.0,,112.0
8,グラフ,9,鹿島アントラーズ,20,13,6,2,5,22,17,5,,,,2016,J1,13,2ｓｔ,3.0,59.0,,80.0
9,グラフ,10,サンフレッチェ広島,20,13,6,2,5,21,18,3,,,,2016,J1,13,2ｓｔ,6.0,49.0,,341.0
10,グラフ,11,ＦＣ東京,17,13,5,2,6,18,20,-2,,,,2016,J1,13,2ｓｔ,10.0,40.0,,130.0
11,グラフ,12,ベガルタ仙台,14,13,4,2,7,13,19,-6,,,,2016,J1,13,2ｓｔ,12.0,37.0,,41.0
12,グラフ,13,ヴァンフォーレ甲府,13,13,3,4,6,12,20,-8,,,,2016,J1,13,2ｓｔ,14.0,28.0,,151.0
13,グラフ,14,アルビレックス新潟,9,13,3,0,10,10,17,-7,,,,2016,J1,13,2ｓｔ,15.0,27.0,,191.0
14,グラフ,15,ジュビロ磐田,9,13,1,6,6,13,23,-10,,,,2016,J1,13,2ｓｔ,13.0,32.0,,222.0
15,グラフ,16,名古屋グランパス,9,13,2,3,8,7,22,-15,,,,2016,J1,13,2ｓｔ,16.0,26.0,,231.0
16,グラフ,17,アビスパ福岡,8,13,2,2,9,13,26,-13,,,,2016,J1,13,2ｓｔ,18.0,19.0,,401.0
17,グラフ,18,湘南ベルマーレ,4,13,1,1,11,6,25,-19,,,,2016,J1,13,2ｓｔ,17.0,20.0,,147.0
0,グラフ,1,川崎フロンターレ,31,14,9,4,1,27,13,14,,,142.0,2016,J1,14,１ｓｔ,,,,
1,グラフ,2,鹿島アントラーズ,30,14,9,3,2,23,9,14,,,80.0,2016,J1,14,１ｓｔ,,,,
2,グラフ,3,浦和レッズ,27,12,8,3,1,18,6,12,,,111.0,2016,J1,14,１ｓｔ,,,,
3,グラフ,4,大宮アルディージャ,25,14,7,4,3,16,14,2,,,112.0,2016,J1,14,１ｓｔ,,,,
4,グラフ,5,柏レイソル,22,14,6,4,4,18,17,1,,,122.0,2016,J1,14,１ｓｔ,,,,
5,グラフ,6,サンフレッチェ広島,21,13,6,3,4,23,14,9,,,341.0,2016,J1,14,１ｓｔ,,,,
6,グラフ,7,横浜Ｆ・マリノス,21,14,6,3,5,20,15,5,,,143.0,2016,J1,14,１ｓｔ,,,,
7,グラフ,8,ガンバ大阪,19,13,6,1,6,14,12,2,,,271.0,2016,J1,14,１ｓｔ,,,,
8,グラフ,9,ジュビロ磐田,19,14,5,4,5,18,22,-4,,,222.0,2016,J1,14,１ｓｔ,,,,
9,グラフ,10,ヴィッセル神戸,18,13,5,3,5,20,19,1,,,281.0,2016,J1,14,１ｓｔ,,,,
10,グラフ,11,ＦＣ東京,17,12,5,2,5,11,13,-2,,,130.0,2016,J1,14,１ｓｔ,,,,
11,グラフ,12,ベガルタ仙台,17,14,5,2,7,16,21,-5,,,41.0,2016,J1,14,１ｓｔ,,,,
12,グラフ,13,名古屋グランパス,14,13,4,2,7,20,24,-4,,,231.0,2016,J1,14,１ｓｔ,,,,
13,グラフ,14,ヴァンフォーレ甲府,12,14,2,6,6,16,26,-10,,,151.0,2016,J1,14,１ｓｔ,,,,
14,グラフ,15,アルビレックス新潟,11,14,2,5,7,16,24,-8,,,191.0,2016,J1,14,１ｓｔ,,,,
15,グラフ,16,湘南ベルマーレ,11,14,3,2,9,13,23,-10,,,147.0,2016,J1,14,１ｓｔ,,,,
16,グラフ,17,サガン鳥栖,10,13,2,4,7,7,13,-6,,,412.0,2016,J1,14,１ｓｔ,,,,
17,グラフ,18,アビスパ福岡,9,13,2,3,8,9,20,-11,,,401.0,2016,J1,14,１ｓｔ,,,,
0,グラフ,1,浦和レッズ,34,14,11,1,2,31,10,21,,,,2016,J1,14,2ｓｔ,1.0,67.0,,111.0
1,グラフ,2,ヴィッセル神戸,29,14,9,2,3,29,15,14,,,,2016,J1,14,2ｓｔ,8.0,49.0,,281.0
2,グラフ,3,川崎フロンターレ,28,14,9,1,4,30,21,9,,,,2016,J1,14,2ｓｔ,2.0,66.0,,142.0
3,グラフ,4,柏レイソル,27,14,8,3,3,25,18,7,,,,2016,J1,14,2ｓｔ,5.0,51.0,,122.0
4,グラフ,5,ガンバ大阪,27,14,8,3,3,23,17,6,,,,2016,J1,14,2ｓｔ,4.0,51.0,,271.0
5,グラフ,6,横浜Ｆ・マリノス,26,14,7,5,2,27,14,13,,,,2016,J1,14,2ｓｔ,9.0,48.0,,143.0
6,グラフ,7,大宮アルディージャ,24,14,6,6,2,19,14,5,,,,2016,J1,14,2ｓｔ,6.0,50.0,,112.0
7,グラフ,8,サガン鳥栖,22,14,6,4,4,20,18,2,,,,2016,J1,14,2ｓｔ,12.0,39.0,,412.0
8,グラフ,9,鹿島アントラーズ,20,14,6,2,6,23,20,3,,,,2016,J1,14,2ｓｔ,3.0,59.0,,80.0
9,グラフ,10,サンフレッチェ広島,20,14,6,2,6,21,19,2,,,,2016,J1,14,2ｓｔ,7.0,49.0,,341.0
10,グラフ,11,ＦＣ東京,20,14,6,2,6,19,20,-1,,,,2016,J1,14,2ｓｔ,10.0,43.0,,130.0
11,グラフ,12,ベガルタ仙台,17,14,5,2,7,16,21,-5,,,,2016,J1,14,2ｓｔ,11.0,40.0,,41.0
12,グラフ,13,ヴァンフォーレ甲府,13,14,3,4,7,12,24,-12,,,,2016,J1,14,2ｓｔ,16.0,28.0,,151.0
13,グラフ,14,アルビレックス新潟,12,14,4,0,10,12,18,-6,,,,2016,J1,14,2ｓｔ,14.0,30.0,,191.0
14,グラフ,15,名古屋グランパス,12,14,3,3,8,12,22,-10,,,,2016,J1,14,2ｓｔ,15.0,29.0,,231.0
15,グラフ,16,ジュビロ磐田,9,14,1,6,7,14,25,-11,,,,2016,J1,14,2ｓｔ,13.0,32.0,,222.0
16,グラフ,17,アビスパ福岡,8,14,2,2,10,13,31,-18,,,,2016,J1,14,2ｓｔ,18.0,19.0,,401.0
17,グラフ,18,湘南ベルマーレ,5,14,1,2,11,6,25,-19,,,,2016,J1,14,2ｓｔ,17.0,21.0,,147.0
0,グラフ,1,川崎フロンターレ,34,15,10,4,1,29,13,16,,,142.0,2016,J1,15,１ｓｔ,,,,
1,グラフ,2,鹿島アントラーズ,33,15,10,3,2,25,9,16,,,80.0,2016,J1,15,１ｓｔ,,,,
2,グラフ,3,浦和レッズ,27,13,8,3,2,18,8,10,,,111.0,2016,J1,15,１ｓｔ,,,,
3,グラフ,4,大宮アルディージャ,25,15,7,4,4,16,15,1,,,112.0,2016,J1,15,１ｓｔ,,,,
4,グラフ,5,サンフレッチェ広島,22,14,6,4,4,24,15,9,,,341.0,2016,J1,15,１ｓｔ,,,,
5,グラフ,6,柏レイソル,22,15,6,4,5,18,19,-1,,,122.0,2016,J1,15,１ｓｔ,,,,
6,グラフ,7,横浜Ｆ・マリノス,21,15,6,3,6,20,17,3,,,143.0,2016,J1,15,１ｓｔ,,,,
7,グラフ,8,ガンバ大阪,20,14,6,2,6,17,15,2,,,271.0,2016,J1,15,１ｓｔ,,,,
8,グラフ,9,ヴィッセル神戸,20,15,5,5,5,21,20,1,,,281.0,2016,J1,15,１ｓｔ,,,,
9,グラフ,10,ベガルタ仙台,20,15,6,2,7,18,21,-3,,,41.0,2016,J1,15,１ｓｔ,,,,
10,グラフ,11,ジュビロ磐田,20,15,5,5,5,18,22,-4,,,222.0,2016,J1,15,１ｓｔ,,,,
11,グラフ,12,ＦＣ東京,18,13,5,3,5,11,13,-2,,,130.0,2016,J1,15,１ｓｔ,,,,
12,グラフ,13,名古屋グランパス,15,15,4,3,8,20,25,-5,,,231.0,2016,J1,15,１ｓｔ,,,,
13,グラフ,14,ヴァンフォーレ甲府,15,15,3,6,6,17,26,-9,,,151.0,2016,J1,15,１ｓｔ,,,,
14,グラフ,15,サガン鳥栖,14,15,3,5,7,8,13,-5,,,412.0,2016,J1,15,１ｓｔ,,,,
15,グラフ,16,アルビレックス新潟,14,15,3,5,7,17,24,-7,,,191.0,2016,J1,15,１ｓｔ,,,,
16,グラフ,17,湘南ベルマーレ,12,15,3,3,9,16,26,-10,,,147.0,2016,J1,15,１ｓｔ,,,,
17,グラフ,18,アビスパ福岡,10,15,2,4,9,9,21,-12,,,401.0,2016,J1,15,１ｓｔ,,,,
0,グラフ,1,浦和レッズ,37,15,12,1,2,33,11,22,,,,2016,J1,15,2ｓｔ,1.0,70.0,,111.0
1,グラフ,2,川崎フロンターレ,31,15,10,1,4,32,21,11,,,,2016,J1,15,2ｓｔ,2.0,69.0,,142.0
2,グラフ,3,ヴィッセル神戸,29,15,9,2,4,29,18,11,,,,2016,J1,15,2ｓｔ,9.0,49.0,,281.0
3,グラフ,4,ガンバ大阪,28,15,8,4,3,25,19,6,,,,2016,J1,15,2ｓｔ,5.0,52.0,,271.0
4,グラフ,5,横浜Ｆ・マリノス,27,15,7,6,2,29,16,13,,,,2016,J1,15,2ｓｔ,7.0,49.0,,143.0
5,グラフ,6,柏レイソル,27,15,8,3,4,27,21,6,,,,2016,J1,15,2ｓｔ,6.0,51.0,,122.0
6,グラフ,7,大宮アルディージャ,27,15,7,6,2,22,16,6,,,,2016,J1,15,2ｓｔ,4.0,53.0,,112.0
7,グラフ,8,サガン鳥栖,25,15,7,4,4,23,20,3,,,,2016,J1,15,2ｓｔ,12.0,42.0,,412.0
8,グラフ,9,ＦＣ東京,23,15,7,2,6,21,21,0,,,,2016,J1,15,2ｓｔ,10.0,46.0,,130.0
9,グラフ,10,鹿島アントラーズ,20,15,6,2,7,24,22,2,,,,2016,J1,15,2ｓｔ,3.0,59.0,,80.0
10,グラフ,11,サンフレッチェ広島,20,15,6,2,7,21,21,0,,,,2016,J1,15,2ｓｔ,8.0,49.0,,341.0
11,グラフ,12,ベガルタ仙台,20,15,6,2,7,19,21,-2,,,,2016,J1,15,2ｓｔ,11.0,43.0,,41.0
12,グラフ,13,ヴァンフォーレ甲府,16,15,4,4,7,14,25,-11,,,,2016,J1,15,2ｓｔ,14.0,31.0,,151.0
13,グラフ,14,名古屋グランパス,13,15,3,4,8,13,23,-10,,,,2016,J1,15,2ｓｔ,16.0,30.0,,231.0
14,グラフ,15,アルビレックス新潟,12,15,4,0,11,13,20,-7,,,,2016,J1,15,2ｓｔ,15.0,30.0,,191.0
15,グラフ,16,ジュビロ磐田,10,15,1,7,7,15,26,-11,,,,2016,J1,15,2ｓｔ,13.0,33.0,,222.0
16,グラフ,17,アビスパ福岡,8,15,2,2,11,14,33,-19,,,,2016,J1,15,2ｓｔ,18.0,19.0,,401.0
17,グラフ,18,湘南ベルマーレ,5,15,1,2,12,8,28,-20,,,,2016,J1,15,2ｓｔ,17.0,21.0,,147.0
0,グラフ,1,鹿島アントラーズ,36,16,11,3,2,27,10,17,,,80.0,2016,J1,16,１ｓｔ,,,,
1,グラフ,2,川崎フロンターレ,35,16,10,5,1,31,15,16,,,142.0,2016,J1,16,１ｓｔ,,,,
2,グラフ,3,浦和レッズ,27,15,8,3,4,20,13,7,,,111.0,2016,J1,16,１ｓｔ,,,,
3,グラフ,4,サンフレッチェ広島,26,16,7,5,4,29,18,11,,,341.0,2016,J1,16,１ｓｔ,,,,
4,グラフ,5,大宮アルディージャ,26,16,7,5,4,17,16,1,,,112.0,2016,J1,16,１ｓｔ,,,,
5,グラフ,6,ガンバ大阪,23,16,7,2,7,19,17,2,,,271.0,2016,J1,16,１ｓｔ,,,,
6,グラフ,7,柏レイソル,23,16,6,5,5,19,20,-1,,,122.0,2016,J1,16,１ｓｔ,,,,
7,グラフ,8,ベガルタ仙台,23,16,7,2,7,20,22,-2,,,41.0,2016,J1,16,１ｓｔ,,,,
8,グラフ,9,横浜Ｆ・マリノス,22,16,6,4,6,21,18,3,,,143.0,2016,J1,16,１ｓｔ,,,,
9,グラフ,10,ヴィッセル神戸,20,16,5,5,6,22,22,0,,,281.0,2016,J1,16,１ｓｔ,,,,
10,グラフ,11,ＦＣ東京,20,15,5,5,5,13,15,-2,,,130.0,2016,J1,16,１ｓｔ,,,,
11,グラフ,12,ジュビロ磐田,20,16,5,5,6,18,23,-5,,,222.0,2016,J1,16,１ｓｔ,,,,
12,グラフ,13,サガン鳥栖,17,16,4,5,7,10,14,-4,,,412.0,2016,J1,16,１ｓｔ,,,,
13,グラフ,14,名古屋グランパス,16,16,4,4,8,21,26,-5,,,231.0,2016,J1,16,１ｓｔ,,,,
14,グラフ,15,アルビレックス新潟,15,16,3,6,7,18,25,-7,,,191.0,2016,J1,16,１ｓｔ,,,,
15,グラフ,16,湘南ベルマーレ,15,16,4,3,9,17,26,-9,,,147.0,2016,J1,16,１ｓｔ,,,,
16,グラフ,17,ヴァンフォーレ甲府,15,16,3,6,7,18,28,-10,,,151.0,2016,J1,16,１ｓｔ,,,,
17,グラフ,18,アビスパ福岡,11,16,2,5,9,11,23,-12,,,401.0,2016,J1,16,１ｓｔ,,,,
0,グラフ,1,浦和レッズ,40,16,13,1,2,34,11,23,,,,2016,J1,16,2ｓｔ,1.0,73.0,,111.0
1,グラフ,2,川崎フロンターレ,34,16,11,1,4,33,21,12,,,,2016,J1,16,2ｓｔ,2.0,72.0,,142.0
2,グラフ,3,ヴィッセル神戸,32,16,10,2,4,32,18,14,,,,2016,J1,16,2ｓｔ,7.0,52.0,,281.0
3,グラフ,4,ガンバ大阪,31,16,9,4,3,28,20,8,,,,2016,J1,16,2ｓｔ,5.0,55.0,,271.0
4,グラフ,5,大宮アルディージャ,30,16,8,6,2,24,17,7,,,,2016,J1,16,2ｓｔ,4.0,56.0,,112.0
5,グラフ,6,横浜Ｆ・マリノス,28,16,7,7,2,31,18,13,,,,2016,J1,16,2ｓｔ,9.0,50.0,,143.0
6,グラフ,7,柏レイソル,27,16,8,3,5,28,23,5,,,,2016,J1,16,2ｓｔ,8.0,51.0,,122.0
7,グラフ,8,サガン鳥栖,26,16,7,5,4,25,22,3,,,,2016,J1,16,2ｓｔ,11.0,43.0,,412.0
8,グラフ,9,ＦＣ東京,26,16,8,2,6,22,21,1,,,,2016,J1,16,2ｓｔ,10.0,49.0,,130.0
9,グラフ,10,サンフレッチェ広島,23,16,7,2,7,25,22,3,,,,2016,J1,16,2ｓｔ,6.0,52.0,,341.0
10,グラフ,11,鹿島アントラーズ,20,16,6,2,8,24,23,1,,,,2016,J1,16,2ｓｔ,3.0,59.0,,80.0
11,グラフ,12,ベガルタ仙台,20,16,6,2,8,19,22,-3,,,,2016,J1,16,2ｓｔ,12.0,43.0,,41.0
12,グラフ,13,ヴァンフォーレ甲府,16,16,4,4,8,14,26,-12,,,,2016,J1,16,2ｓｔ,14.0,31.0,,151.0
13,グラフ,14,名古屋グランパス,13,16,3,4,9,13,26,-13,,,,2016,J1,16,2ｓｔ,16.0,30.0,,231.0
14,グラフ,15,アルビレックス新潟,12,16,4,0,12,14,23,-9,,,,2016,J1,16,2ｓｔ,15.0,30.0,,191.0
15,グラフ,16,ジュビロ磐田,10,16,1,7,8,15,27,-12,,,,2016,J1,16,2ｓｔ,13.0,33.0,,222.0
16,グラフ,17,湘南ベルマーレ,8,16,2,2,12,9,28,-19,,,,2016,J1,16,2ｓｔ,17.0,24.0,,147.0
17,グラフ,18,アビスパ福岡,8,16,2,2,12,15,37,-22,,,,2016,J1,16,2ｓｔ,18.0,19.0,,401.0
0,グラフ,1,鹿島アントラーズ,39,17,12,3,2,29,10,19,,,80.0,2016,J1,17,１ｓｔ,,,,
1,グラフ,2,川崎フロンターレ,38,17,11,5,1,33,15,18,,,142.0,2016,J1,17,１ｓｔ,,,,
2,グラフ,3,浦和レッズ,33,17,10,3,4,26,16,10,,,111.0,2016,J1,17,１ｓｔ,,,,
3,グラフ,4,サンフレッチェ広島,29,17,8,5,4,32,18,14,,,341.0,2016,J1,17,１ｓｔ,,,,
4,グラフ,5,大宮アルディージャ,26,17,7,5,5,17,18,-1,,,112.0,2016,J1,17,１ｓｔ,,,,
5,グラフ,6,ガンバ大阪,24,17,7,3,7,22,20,2,,,271.0,2016,J1,17,１ｓｔ,,,,
6,グラフ,7,柏レイソル,24,17,6,6,5,20,21,-1,,,122.0,2016,J1,17,１ｓｔ,,,,
7,グラフ,8,ジュビロ磐田,23,17,6,5,6,21,23,-2,,,222.0,2016,J1,17,１ｓｔ,,,,
8,グラフ,9,ＦＣ東京,23,17,6,5,6,16,18,-2,,,130.0,2016,J1,17,１ｓｔ,,,,
9,グラフ,10,ベガルタ仙台,23,17,7,2,8,20,25,-5,,,41.0,2016,J1,17,１ｓｔ,,,,
10,グラフ,11,横浜Ｆ・マリノス,22,17,6,4,7,21,19,2,,,143.0,2016,J1,17,１ｓｔ,,,,
11,グラフ,12,ヴィッセル神戸,20,17,5,5,7,23,25,-2,,,281.0,2016,J1,17,１ｓｔ,,,,
12,グラフ,13,アルビレックス新潟,18,17,4,6,7,19,25,-6,,,191.0,2016,J1,17,１ｓｔ,,,,
13,グラフ,14,名古屋グランパス,17,17,4,5,8,24,29,-5,,,231.0,2016,J1,17,１ｓｔ,,,,
14,グラフ,15,サガン鳥栖,17,17,4,5,8,10,15,-5,,,412.0,2016,J1,17,１ｓｔ,,,,
15,グラフ,16,湘南ベルマーレ,16,17,4,4,9,18,27,-9,,,147.0,2016,J1,17,１ｓｔ,,,,
16,グラフ,17,ヴァンフォーレ甲府,15,17,3,6,8,18,31,-13,,,151.0,2016,J1,17,１ｓｔ,,,,
17,グラフ,18,アビスパ福岡,11,17,2,5,10,11,25,-14,,,401.0,2016,J1,17,１ｓｔ,,,,
0,グラフ,1,浦和レッズ,41,17,13,2,2,35,12,23,,,,2016,J1,17,2ｓｔ,1.0,74.0,,111.0
1,グラフ,2,ヴィッセル神戸,35,17,11,2,4,33,18,15,,,,2016,J1,17,2ｓｔ,7.0,55.0,,281.0
2,グラフ,3,川崎フロンターレ,34,17,11,1,5,35,24,11,,,,2016,J1,17,2ｓｔ,2.0,72.0,,142.0
3,グラフ,4,ガンバ大阪,34,17,10,4,3,31,22,9,,,,2016,J1,17,2ｓｔ,4.0,58.0,,271.0
4,グラフ,5,柏レイソル,30,17,9,3,5,32,23,9,,,,2016,J1,17,2ｓｔ,8.0,54.0,,122.0
5,グラフ,6,大宮アルディージャ,30,17,8,6,3,24,18,6,,,,2016,J1,17,2ｓｔ,5.0,56.0,,112.0
6,グラフ,7,横浜Ｆ・マリノス,29,17,7,8,2,32,19,13,,,,2016,J1,17,2ｓｔ,10.0,51.0,,143.0
7,グラフ,8,サガン鳥栖,29,17,8,5,4,26,22,4,,,,2016,J1,17,2ｓｔ,11.0,46.0,,412.0
8,グラフ,9,ＦＣ東京,29,17,9,2,6,23,21,2,,,,2016,J1,17,2ｓｔ,9.0,52.0,,130.0
9,グラフ,10,サンフレッチェ広島,26,17,8,2,7,26,22,4,,,,2016,J1,17,2ｓｔ,6.0,55.0,,341.0
10,グラフ,11,鹿島アントラーズ,20,17,6,2,9,24,24,0,,,,2016,J1,17,2ｓｔ,3.0,59.0,,80.0
11,グラフ,12,ベガルタ仙台,20,17,6,2,9,19,23,-4,,,,2016,J1,17,2ｓｔ,12.0,43.0,,41.0
12,グラフ,13,ヴァンフォーレ甲府,16,17,4,4,9,14,27,-13,,,,2016,J1,17,2ｓｔ,14.0,31.0,,151.0
13,グラフ,14,ジュビロ磐田,13,17,2,7,8,16,27,-11,,,,2016,J1,17,2ｓｔ,13.0,36.0,,222.0
14,グラフ,15,名古屋グランパス,13,17,3,4,10,14,29,-15,,,,2016,J1,17,2ｓｔ,16.0,30.0,,231.0
15,グラフ,16,アルビレックス新潟,12,17,4,0,13,14,24,-10,,,,2016,J1,17,2ｓｔ,15.0,30.0,,191.0
16,グラフ,17,湘南ベルマーレ,11,17,3,2,12,12,29,-17,,,,2016,J1,17,2ｓｔ,17.0,27.0,,147.0
17,グラフ,18,アビスパ福岡,8,17,2,2,13,15,41,-26,,,,2016,J1,17,2ｓｔ,18.0,19.0,,401.0
